"siteName","stateCode","siteVisitName","taxonGenus","latitude_Degree","longitude_Degree","siteVisitStartDate","abundance"
"NTAGFU0019","NT",20120518,"Cymbopogon",-17.21774,137.2363,"2012-05-18T00:00:00",1
"NTAGFU0019","NT",20120518,"Dodonaea",-17.21774,137.2363,"2012-05-18T00:00:00",7
"NTAGFU0019","NT",20120518,"Erythrophleum",-17.21774,137.2363,"2012-05-18T00:00:00",11
"NTAGFU0019","NT",20120518,"Eucalyptus",-17.21774,137.2363,"2012-05-18T00:00:00",51
"NTAGFU0019","NT",20120518,"Eulalia",-17.21774,137.2363,"2012-05-18T00:00:00",101
"NTAGFU0019","NT",20120518,"Heteropogon",-17.21774,137.2363,"2012-05-18T00:00:00",21
"NTAGFU0019","NT",20120518,"Indigofera",-17.21774,137.2363,"2012-05-18T00:00:00",7
"NTAGFU0019","NT",20120518,"Notoleptopus",-17.21774,137.2363,"2012-05-18T00:00:00",6
"NTAGFU0019","NT",20120518,"Paspalidium",-17.21774,137.2363,"2012-05-18T00:00:00",1
"NTAGFU0019","NT",20120518,"Persoonia",-17.21774,137.2363,"2012-05-18T00:00:00",1
"NTAGFU0019","NT",20120518,"Petalostigma",-17.21774,137.2363,"2012-05-18T00:00:00",10
"NTAGFU0019","NT",20120518,"Schizachyrium",-17.21774,137.2363,"2012-05-18T00:00:00",119
"NTAGFU0019","NT",20120518,"Sorghum",-17.21774,137.2363,"2012-05-18T00:00:00",1
"NTAGFU0019","NT",20120518,"Terminalia",-17.21774,137.2363,"2012-05-18T00:00:00",9
"NTAGFU0019","NT",20120518,"Trianthema",-17.21774,137.2363,"2012-05-18T00:00:00",1
"NTAGFU0019","NT",20120518,"Triodia",-17.21774,137.2363,"2012-05-18T00:00:00",83
"NTAGFU0019","NT",20120518,"Wrightia",-17.21774,137.2363,"2012-05-18T00:00:00",1
"NTAGFU0019","NT",20120518,"Zornia",-17.21774,137.2363,"2012-05-18T00:00:00",1
"NTAGFU0019","NT",20120518,NA,-17.21774,137.2363,"2012-05-18T00:00:00",161
"NTAGFU0020","NT",20120605,"Aristida",-16.72487,135.9633,"2012-06-05T00:00:00",5
"NTAGFU0020","NT",20120605,"Atalaya",-16.72487,135.9633,"2012-06-05T00:00:00",2
"NTAGFU0020","NT",20120605,"Bauhinia",-16.72487,135.9633,"2012-06-05T00:00:00",1
"NTAGFU0020","NT",20120605,"Bonamia",-16.72487,135.9633,"2012-06-05T00:00:00",1
"NTAGFU0020","NT",20120605,"Carissa spinarum",-16.72487,135.9633,"2012-06-05T00:00:00",2
"NTAGFU0020","NT",20120605,"Chrysopogon",-16.72487,135.9633,"2012-06-05T00:00:00",101
"NTAGFU0020","NT",20120605,"Denhamia",-16.72487,135.9633,"2012-06-05T00:00:00",1
"NTAGFU0020","NT",20120605,"Dichanthium",-16.72487,135.9633,"2012-06-05T00:00:00",12
"NTAGFU0020","NT",20120605,"Digitaria",-16.72487,135.9633,"2012-06-05T00:00:00",1
"NTAGFU0020","NT",20120605,"Dodonaea",-16.72487,135.9633,"2012-06-05T00:00:00",11
"NTAGFU0020","NT",20120605,"Enneapogon",-16.72487,135.9633,"2012-06-05T00:00:00",2
"NTAGFU0020","NT",20120605,"Eriachne",-16.72487,135.9633,"2012-06-05T00:00:00",1
"NTAGFU0020","NT",20120605,"Eucalyptus",-16.72487,135.9633,"2012-06-05T00:00:00",10
"NTAGFU0020","NT",20120605,"Eulalia",-16.72487,135.9633,"2012-06-05T00:00:00",225
"NTAGFU0020","NT",20120605,"Flueggea",-16.72487,135.9633,"2012-06-05T00:00:00",3
"NTAGFU0020","NT",20120605,"Heteropogon",-16.72487,135.9633,"2012-06-05T00:00:00",5
"NTAGFU0020","NT",20120605,"Marsdenia",-16.72487,135.9633,"2012-06-05T00:00:00",3
"NTAGFU0020","NT",20120605,"Melaleuca",-16.72487,135.9633,"2012-06-05T00:00:00",297
"NTAGFU0020","NT",20120605,"Panicum",-16.72487,135.9633,"2012-06-05T00:00:00",8
"NTAGFU0020","NT",20120605,"Schizachyrium",-16.72487,135.9633,"2012-06-05T00:00:00",20
"NTAGFU0020","NT",20120605,"Stylosanthes",-16.72487,135.9633,"2012-06-05T00:00:00",9
"NTAGFU0020","NT",20120605,"Terminalia",-16.72487,135.9633,"2012-06-05T00:00:00",14
"NTAGFU0020","NT",20120605,"Triodia",-16.72487,135.9633,"2012-06-05T00:00:00",119
"NTAGFU0020","NT",20120605,NA,-16.72487,135.9633,"2012-06-05T00:00:00",228
"NTAGFU0021","NT",20120606,"Aristida",-16.7154,135.9429,"2012-06-06T00:00:00",5
"NTAGFU0021","NT",20120606,"Carissa spinarum",-16.7154,135.9429,"2012-06-06T00:00:00",3
"NTAGFU0021","NT",20120606,"Chrysopogon",-16.7154,135.9429,"2012-06-06T00:00:00",16
"NTAGFU0021","NT",20120606,"Digitaria",-16.7154,135.9429,"2012-06-06T00:00:00",1
"NTAGFU0021","NT",20120606,"Dodonaea",-16.7154,135.9429,"2012-06-06T00:00:00",1
"NTAGFU0021","NT",20120606,"Eriachne",-16.7154,135.9429,"2012-06-06T00:00:00",13
"NTAGFU0021","NT",20120606,"Eucalyptus",-16.7154,135.9429,"2012-06-06T00:00:00",63
"NTAGFU0021","NT",20120606,"Eulalia",-16.7154,135.9429,"2012-06-06T00:00:00",78
"NTAGFU0021","NT",20120606,"Melaleuca",-16.7154,135.9429,"2012-06-06T00:00:00",213
"NTAGFU0021","NT",20120606,"Poaceae",-16.7154,135.9429,"2012-06-06T00:00:00",2
"NTAGFU0021","NT",20120606,"Schizachyrium",-16.7154,135.9429,"2012-06-06T00:00:00",1
"NTAGFU0021","NT",20120606,"Terminalia",-16.7154,135.9429,"2012-06-06T00:00:00",25
"NTAGFU0021","NT",20120606,"Triodia",-16.7154,135.9429,"2012-06-06T00:00:00",176
"NTAGFU0021","NT",20120606,NA,-16.7154,135.9429,"2012-06-06T00:00:00",146
"NTAGFU0022","NT",20120607,"Aristida",-16.73101,135.9634,"2012-06-07T00:00:00",3
"NTAGFU0022","NT",20120607,"Carissa spinarum",-16.73101,135.9634,"2012-06-07T00:00:00",1
"NTAGFU0022","NT",20120607,"Chrysopogon",-16.73101,135.9634,"2012-06-07T00:00:00",15
"NTAGFU0022","NT",20120607,"Eriachne",-16.73101,135.9634,"2012-06-07T00:00:00",11
"NTAGFU0022","NT",20120607,"Eucalyptus",-16.73101,135.9634,"2012-06-07T00:00:00",130
"NTAGFU0022","NT",20120607,"Eulalia",-16.73101,135.9634,"2012-06-07T00:00:00",4
"NTAGFU0022","NT",20120607,"Schizachyrium",-16.73101,135.9634,"2012-06-07T00:00:00",8
"NTAGFU0022","NT",20120607,"Triodia",-16.73101,135.9634,"2012-06-07T00:00:00",277
"NTAGFU0022","NT",20120607,NA,-16.73101,135.9634,"2012-06-07T00:00:00",117
"NTAGFU0023","NT",20120609,"Acacia",-16.82389,135.83,"2012-06-09T00:00:00",71
"NTAGFU0023","NT",20120609,"Bossiaea",-16.82389,135.83,"2012-06-09T00:00:00",2
"NTAGFU0023","NT",20120609,"Chrysopogon",-16.82389,135.83,"2012-06-09T00:00:00",4
"NTAGFU0023","NT",20120609,"Corymbia",-16.82389,135.83,"2012-06-09T00:00:00",8
"NTAGFU0023","NT",20120609,"Eriachne",-16.82389,135.83,"2012-06-09T00:00:00",29
"NTAGFU0023","NT",20120609,"Gonocarpus",-16.82389,135.83,"2012-06-09T00:00:00",13
"NTAGFU0023","NT",20120609,"Grevillea",-16.82389,135.83,"2012-06-09T00:00:00",225
"NTAGFU0023","NT",20120609,"Jacksonia",-16.82389,135.83,"2012-06-09T00:00:00",87
"NTAGFU0023","NT",20120609,"Melaleuca",-16.82389,135.83,"2012-06-09T00:00:00",2
"NTAGFU0023","NT",20120609,"Petalostigma",-16.82389,135.83,"2012-06-09T00:00:00",20
"NTAGFU0023","NT",20120609,"Poaceae",-16.82389,135.83,"2012-06-09T00:00:00",2
"NTAGFU0023","NT",20120609,"Schizachyrium",-16.82389,135.83,"2012-06-09T00:00:00",16
"NTAGFU0023","NT",20120609,"Terminalia",-16.82389,135.83,"2012-06-09T00:00:00",1
"NTAGFU0023","NT",20120609,"Triodia",-16.82389,135.83,"2012-06-09T00:00:00",191
"NTAGFU0023","NT",20120609,NA,-16.82389,135.83,"2012-06-09T00:00:00",152
"NTAGFU0024","NT",20120610,"Acacia",-16.826,135.8932,"2012-06-10T00:00:00",66
"NTAGFU0024","NT",20120610,"Cassytha",-16.826,135.8932,"2012-06-10T00:00:00",1
"NTAGFU0024","NT",20120610,"Corymbia",-16.826,135.8932,"2012-06-10T00:00:00",43
"NTAGFU0024","NT",20120610,"Eriachne",-16.826,135.8932,"2012-06-10T00:00:00",2
"NTAGFU0024","NT",20120610,"Grevillea",-16.826,135.8932,"2012-06-10T00:00:00",16
"NTAGFU0024","NT",20120610,"Heliotropium",-16.826,135.8932,"2012-06-10T00:00:00",12
"NTAGFU0024","NT",20120610,"Jacksonia",-16.826,135.8932,"2012-06-10T00:00:00",34
"NTAGFU0024","NT",20120610,"Schizachyrium",-16.826,135.8932,"2012-06-10T00:00:00",56
"NTAGFU0024","NT",20120610,"Tephrosia",-16.826,135.8932,"2012-06-10T00:00:00",1
"NTAGFU0024","NT",20120610,"Triodia",-16.826,135.8932,"2012-06-10T00:00:00",228
"NTAGFU0024","NT",20120610,"Triumfetta",-16.826,135.8932,"2012-06-10T00:00:00",2
"NTAGFU0024","NT",20120610,NA,-16.826,135.8932,"2012-06-10T00:00:00",110
"NTAGFU0025","NT",20120610,"Aristida",-16.82524,135.8552,"2012-06-10T00:00:00",24
"NTAGFU0025","NT",20120610,"Atalaya",-16.82524,135.8552,"2012-06-10T00:00:00",11
"NTAGFU0025","NT",20120610,"Carissa spinarum",-16.82524,135.8552,"2012-06-10T00:00:00",1
"NTAGFU0025","NT",20120610,"Chrysopogon",-16.82524,135.8552,"2012-06-10T00:00:00",33
"NTAGFU0025","NT",20120610,"Cynanchum",-16.82524,135.8552,"2012-06-10T00:00:00",1
"NTAGFU0025","NT",20120610,"Cyperus",-16.82524,135.8552,"2012-06-10T00:00:00",8
"NTAGFU0025","NT",20120610,"Dichanthium",-16.82524,135.8552,"2012-06-10T00:00:00",1
"NTAGFU0025","NT",20120610,"Eucalyptus",-16.82524,135.8552,"2012-06-10T00:00:00",1
"NTAGFU0025","NT",20120610,"Eulalia",-16.82524,135.8552,"2012-06-10T00:00:00",359
"NTAGFU0025","NT",20120610,"Excoecaria",-16.82524,135.8552,"2012-06-10T00:00:00",2
"NTAGFU0025","NT",20120610,"Flueggea",-16.82524,135.8552,"2012-06-10T00:00:00",2
"NTAGFU0025","NT",20120610,"Melaleuca",-16.82524,135.8552,"2012-06-10T00:00:00",455
"NTAGFU0025","NT",20120610,"Terminalia",-16.82524,135.8552,"2012-06-10T00:00:00",88
"NTAGFU0025","NT",20120610,"Triodia",-16.82524,135.8552,"2012-06-10T00:00:00",3
"NTAGFU0025","NT",20120610,"Ventilago",-16.82524,135.8552,"2012-06-10T00:00:00",3
"NTAGFU0025","NT",20120610,NA,-16.82524,135.8552,"2012-06-10T00:00:00",265
"NTAGFU0026","NT",20120612,"Acacia",-15.80912,135.4061,"2012-06-12T00:00:00",2
"NTAGFU0026","NT",20120612,"Aristida",-15.80912,135.4061,"2012-06-12T00:00:00",47
"NTAGFU0026","NT",20120612,"Atalaya",-15.80912,135.4061,"2012-06-12T00:00:00",7
"NTAGFU0026","NT",20120612,"Bauhinia",-15.80912,135.4061,"2012-06-12T00:00:00",6
"NTAGFU0026","NT",20120612,"Brachychiton",-15.80912,135.4061,"2012-06-12T00:00:00",8
"NTAGFU0026","NT",20120612,"Carissa spinarum",-15.80912,135.4061,"2012-06-12T00:00:00",12
"NTAGFU0026","NT",20120612,"Chrysopogon",-15.80912,135.4061,"2012-06-12T00:00:00",140
"NTAGFU0026","NT",20120612,"Denhamia",-15.80912,135.4061,"2012-06-12T00:00:00",1
"NTAGFU0026","NT",20120612,"Eriachne",-15.80912,135.4061,"2012-06-12T00:00:00",8
"NTAGFU0026","NT",20120612,"Erythrophleum",-15.80912,135.4061,"2012-06-12T00:00:00",4
"NTAGFU0026","NT",20120612,"Eucalyptus",-15.80912,135.4061,"2012-06-12T00:00:00",126
"NTAGFU0026","NT",20120612,"Eulalia",-15.80912,135.4061,"2012-06-12T00:00:00",30
"NTAGFU0026","NT",20120612,"Fimbristylis",-15.80912,135.4061,"2012-06-12T00:00:00",1
"NTAGFU0026","NT",20120612,"Flueggea",-15.80912,135.4061,"2012-06-12T00:00:00",3
"NTAGFU0026","NT",20120612,"Grevillea",-15.80912,135.4061,"2012-06-12T00:00:00",39
"NTAGFU0026","NT",20120612,"Heteropogon",-15.80912,135.4061,"2012-06-12T00:00:00",12
"NTAGFU0026","NT",20120612,"Mesosphaerum",-15.80912,135.4061,"2012-06-12T00:00:00",1
"NTAGFU0026","NT",20120612,"Mnesithea",-15.80912,135.4061,"2012-06-12T00:00:00",14
"NTAGFU0026","NT",20120612,"Poaceae",-15.80912,135.4061,"2012-06-12T00:00:00",19
"NTAGFU0026","NT",20120612,"Schizachyrium",-15.80912,135.4061,"2012-06-12T00:00:00",155
"NTAGFU0026","NT",20120612,"Setaria",-15.80912,135.4061,"2012-06-12T00:00:00",2
"NTAGFU0026","NT",20120612,"Stylosanthes",-15.80912,135.4061,"2012-06-12T00:00:00",5
"NTAGFU0026","NT",20120612,"Triodia",-15.80912,135.4061,"2012-06-12T00:00:00",12
"NTAGFU0026","NT",20120612,NA,-15.80912,135.4061,"2012-06-12T00:00:00",175
"NTAGFU0027","NT",20120613,"Acacia",-15.67927,135.4606,"2012-06-13T00:00:00",74
"NTAGFU0027","NT",20120613,"Aristida",-15.67927,135.4606,"2012-06-13T00:00:00",5
"NTAGFU0027","NT",20120613,"Bonamia",-15.67927,135.4606,"2012-06-13T00:00:00",1
"NTAGFU0027","NT",20120613,"Brachychiton",-15.67927,135.4606,"2012-06-13T00:00:00",3
"NTAGFU0027","NT",20120613,"Calytrix",-15.67927,135.4606,"2012-06-13T00:00:00",6
"NTAGFU0027","NT",20120613,"Corchorus",-15.67927,135.4606,"2012-06-13T00:00:00",3
"NTAGFU0027","NT",20120613,"Corymbia",-15.67927,135.4606,"2012-06-13T00:00:00",79
"NTAGFU0027","NT",20120613,"Dolichandrone",-15.67927,135.4606,"2012-06-13T00:00:00",1
"NTAGFU0027","NT",20120613,"Eriachne",-15.67927,135.4606,"2012-06-13T00:00:00",29
"NTAGFU0027","NT",20120613,"Erythrophleum",-15.67927,135.4606,"2012-06-13T00:00:00",14
"NTAGFU0027","NT",20120613,"Eucalyptus",-15.67927,135.4606,"2012-06-13T00:00:00",4
"NTAGFU0027","NT",20120613,"Fimbristylis",-15.67927,135.4606,"2012-06-13T00:00:00",10
"NTAGFU0027","NT",20120613,"Glycine",-15.67927,135.4606,"2012-06-13T00:00:00",3
"NTAGFU0027","NT",20120613,"Grewia",-15.67927,135.4606,"2012-06-13T00:00:00",1
"NTAGFU0027","NT",20120613,"Marsdenia",-15.67927,135.4606,"2012-06-13T00:00:00",1
"NTAGFU0027","NT",20120613,"Melaleuca",-15.67927,135.4606,"2012-06-13T00:00:00",6
"NTAGFU0027","NT",20120613,"Petalostigma",-15.67927,135.4606,"2012-06-13T00:00:00",81
"NTAGFU0027","NT",20120613,"Poaceae",-15.67927,135.4606,"2012-06-13T00:00:00",5
"NTAGFU0027","NT",20120613,"Schizachyrium",-15.67927,135.4606,"2012-06-13T00:00:00",205
"NTAGFU0027","NT",20120613,"Scleria",-15.67927,135.4606,"2012-06-13T00:00:00",4
"NTAGFU0027","NT",20120613,"Stylosanthes",-15.67927,135.4606,"2012-06-13T00:00:00",14
"NTAGFU0027","NT",20120613,"Terminalia",-15.67927,135.4606,"2012-06-13T00:00:00",17
"NTAGFU0027","NT",20120613,"Triodia",-15.67927,135.4606,"2012-06-13T00:00:00",33
"NTAGFU0027","NT",20120613,"Wrightia",-15.67927,135.4606,"2012-06-13T00:00:00",1
"NTAGFU0027","NT",20120613,NA,-15.67927,135.4606,"2012-06-13T00:00:00",145
"NTAGFU0028","NT",20120614,"Acacia",-15.62924,135.4598,"2012-06-14T00:00:00",2
"NTAGFU0028","NT",20120614,"Aristida",-15.62924,135.4598,"2012-06-14T00:00:00",5
"NTAGFU0028","NT",20120614,"Buchanania",-15.62924,135.4598,"2012-06-14T00:00:00",1
"NTAGFU0028","NT",20120614,"Capparis",-15.62924,135.4598,"2012-06-14T00:00:00",1
"NTAGFU0028","NT",20120614,"Chrysopogon",-15.62924,135.4598,"2012-06-14T00:00:00",13
"NTAGFU0028","NT",20120614,"Corchorus",-15.62924,135.4598,"2012-06-14T00:00:00",1
"NTAGFU0028","NT",20120614,"Corymbia",-15.62924,135.4598,"2012-06-14T00:00:00",20
"NTAGFU0028","NT",20120614,"Dodonaea",-15.62924,135.4598,"2012-06-14T00:00:00",2
"NTAGFU0028","NT",20120614,"Eriachne",-15.62924,135.4598,"2012-06-14T00:00:00",32
"NTAGFU0028","NT",20120614,"Erythrophleum",-15.62924,135.4598,"2012-06-14T00:00:00",26
"NTAGFU0028","NT",20120614,"Eucalyptus",-15.62924,135.4598,"2012-06-14T00:00:00",99
"NTAGFU0028","NT",20120614,"Eulalia",-15.62924,135.4598,"2012-06-14T00:00:00",55
"NTAGFU0028","NT",20120614,"Mnesithea",-15.62924,135.4598,"2012-06-14T00:00:00",2
"NTAGFU0028","NT",20120614,"Petalostigma",-15.62924,135.4598,"2012-06-14T00:00:00",26
"NTAGFU0028","NT",20120614,"Poaceae",-15.62924,135.4598,"2012-06-14T00:00:00",1
"NTAGFU0028","NT",20120614,"Schizachyrium",-15.62924,135.4598,"2012-06-14T00:00:00",33
"NTAGFU0028","NT",20120614,"Sida",-15.62924,135.4598,"2012-06-14T00:00:00",1
"NTAGFU0028","NT",20120614,"Sorghum",-15.62924,135.4598,"2012-06-14T00:00:00",4
"NTAGFU0028","NT",20120614,"Stylosanthes",-15.62924,135.4598,"2012-06-14T00:00:00",1
"NTAGFU0028","NT",20120614,"Terminalia",-15.62924,135.4598,"2012-06-14T00:00:00",56
"NTAGFU0028","NT",20120614,"Triodia",-15.62924,135.4598,"2012-06-14T00:00:00",175
"NTAGFU0028","NT",20120614,NA,-15.62924,135.4598,"2012-06-14T00:00:00",127
"NTAGFU0029","NT",20120615,"Aristida",-15.5381,135.409,"2012-06-15T00:00:00",9
"NTAGFU0029","NT",20120615,"Atalaya",-15.5381,135.409,"2012-06-15T00:00:00",9
"NTAGFU0029","NT",20120615,"Carissa spinarum",-15.5381,135.409,"2012-06-15T00:00:00",8
"NTAGFU0029","NT",20120615,"Chrysopogon",-15.5381,135.409,"2012-06-15T00:00:00",185
"NTAGFU0029","NT",20120615,"Denhamia",-15.5381,135.409,"2012-06-15T00:00:00",1
"NTAGFU0029","NT",20120615,"Dichanthium",-15.5381,135.409,"2012-06-15T00:00:00",34
"NTAGFU0029","NT",20120615,"Dinebra",-15.5381,135.409,"2012-06-15T00:00:00",8
"NTAGFU0029","NT",20120615,"Dodonaea",-15.5381,135.409,"2012-06-15T00:00:00",1
"NTAGFU0029","NT",20120615,"Ehretia",-15.5381,135.409,"2012-06-15T00:00:00",4
"NTAGFU0029","NT",20120615,"Eragrostis",-15.5381,135.409,"2012-06-15T00:00:00",100
"NTAGFU0029","NT",20120615,"Eriachne",-15.5381,135.409,"2012-06-15T00:00:00",1
"NTAGFU0029","NT",20120615,"Eucalyptus",-15.5381,135.409,"2012-06-15T00:00:00",95
"NTAGFU0029","NT",20120615,"Eulalia",-15.5381,135.409,"2012-06-15T00:00:00",1
"NTAGFU0029","NT",20120615,"Grevillea",-15.5381,135.409,"2012-06-15T00:00:00",20
"NTAGFU0029","NT",20120615,"Heteropogon",-15.5381,135.409,"2012-06-15T00:00:00",7
"NTAGFU0029","NT",20120615,"Mnesithea",-15.5381,135.409,"2012-06-15T00:00:00",9
"NTAGFU0029","NT",20120615,"Neptunia",-15.5381,135.409,"2012-06-15T00:00:00",13
"NTAGFU0029","NT",20120615,"Panicum",-15.5381,135.409,"2012-06-15T00:00:00",1
"NTAGFU0029","NT",20120615,"Petalostigma",-15.5381,135.409,"2012-06-15T00:00:00",2
"NTAGFU0029","NT",20120615,"Poaceae",-15.5381,135.409,"2012-06-15T00:00:00",20
"NTAGFU0029","NT",20120615,"Schizachyrium",-15.5381,135.409,"2012-06-15T00:00:00",73
"NTAGFU0029","NT",20120615,"Sorghum",-15.5381,135.409,"2012-06-15T00:00:00",72
"NTAGFU0029","NT",20120615,"Stylosanthes",-15.5381,135.409,"2012-06-15T00:00:00",31
"NTAGFU0029","NT",20120615,"Terminalia",-15.5381,135.409,"2012-06-15T00:00:00",6
"NTAGFU0029","NT",20120615,"Zornia",-15.5381,135.409,"2012-06-15T00:00:00",2
"NTAGFU0029","NT",20120615,NA,-15.5381,135.409,"2012-06-15T00:00:00",153
"NTAGFU0030","NT",20120705,"Acacia",-14.1349,134.3778,"2012-07-05T00:00:00",411
"NTAGFU0030","NT",20120705,"Calytrix",-14.1349,134.3778,"2012-07-05T00:00:00",6
"NTAGFU0030","NT",20120705,"Celtis",-14.1349,134.3778,"2012-07-05T00:00:00",1
"NTAGFU0030","NT",20120705,"Cheilanthes",-14.1349,134.3778,"2012-07-05T00:00:00",2
"NTAGFU0030","NT",20120705,"Corymbia",-14.1349,134.3778,"2012-07-05T00:00:00",13
"NTAGFU0030","NT",20120705,"Dolichandrone",-14.1349,134.3778,"2012-07-05T00:00:00",1
"NTAGFU0030","NT",20120705,"Eriachne",-14.1349,134.3778,"2012-07-05T00:00:00",1
"NTAGFU0030","NT",20120705,"Erythrophleum",-14.1349,134.3778,"2012-07-05T00:00:00",10
"NTAGFU0030","NT",20120705,"Eucalyptus",-14.1349,134.3778,"2012-07-05T00:00:00",20
"NTAGFU0030","NT",20120705,"Fimbristylis",-14.1349,134.3778,"2012-07-05T00:00:00",3
"NTAGFU0030","NT",20120705,"Grevillea",-14.1349,134.3778,"2012-07-05T00:00:00",2
"NTAGFU0030","NT",20120705,"Hakea",-14.1349,134.3778,"2012-07-05T00:00:00",4
"NTAGFU0030","NT",20120705,"Helicteres",-14.1349,134.3778,"2012-07-05T00:00:00",2
"NTAGFU0030","NT",20120705,"Hibbertia",-14.1349,134.3778,"2012-07-05T00:00:00",1
"NTAGFU0030","NT",20120705,"Mnesithea",-14.1349,134.3778,"2012-07-05T00:00:00",3
"NTAGFU0030","NT",20120705,"Petalostigma",-14.1349,134.3778,"2012-07-05T00:00:00",13
"NTAGFU0030","NT",20120705,"Poaceae",-14.1349,134.3778,"2012-07-05T00:00:00",10
"NTAGFU0030","NT",20120705,"Schizachyrium",-14.1349,134.3778,"2012-07-05T00:00:00",199
"NTAGFU0030","NT",20120705,"Scleria",-14.1349,134.3778,"2012-07-05T00:00:00",3
"NTAGFU0030","NT",20120705,"Sorghum",-14.1349,134.3778,"2012-07-05T00:00:00",3
"NTAGFU0030","NT",20120705,"Spermacoce",-14.1349,134.3778,"2012-07-05T00:00:00",2
"NTAGFU0030","NT",20120705,"Tephrosia",-14.1349,134.3778,"2012-07-05T00:00:00",2
"NTAGFU0030","NT",20120705,"Thaumastochloa",-14.1349,134.3778,"2012-07-05T00:00:00",9
"NTAGFU0030","NT",20120705,"Triodia",-14.1349,134.3778,"2012-07-05T00:00:00",4
"NTAGFU0030","NT",20120705,"Urochloa",-14.1349,134.3778,"2012-07-05T00:00:00",2
"NTAGFU0030","NT",20120705,NA,-14.1349,134.3778,"2012-07-05T00:00:00",195
"NTAGFU0031","NT",20120706,"Acacia",-14.12586,134.3867,"2012-07-06T00:00:00",2
"NTAGFU0031","NT",20120706,"Alphitonia",-14.12586,134.3867,"2012-07-06T00:00:00",1
"NTAGFU0031","NT",20120706,"Asteromyrtus",-14.12586,134.3867,"2012-07-06T00:00:00",24
"NTAGFU0031","NT",20120706,"Brachyscome",-14.12586,134.3867,"2012-07-06T00:00:00",1
"NTAGFU0031","NT",20120706,"Calytrix",-14.12586,134.3867,"2012-07-06T00:00:00",33
"NTAGFU0031","NT",20120706,"Chrysopogon",-14.12586,134.3867,"2012-07-06T00:00:00",18
"NTAGFU0031","NT",20120706,"Corymbia",-14.12586,134.3867,"2012-07-06T00:00:00",20
"NTAGFU0031","NT",20120706,"Eriachne",-14.12586,134.3867,"2012-07-06T00:00:00",7
"NTAGFU0031","NT",20120706,"Erythrophleum",-14.12586,134.3867,"2012-07-06T00:00:00",16
"NTAGFU0031","NT",20120706,"Fimbristylis",-14.12586,134.3867,"2012-07-06T00:00:00",5
"NTAGFU0031","NT",20120706,"Grevillea",-14.12586,134.3867,"2012-07-06T00:00:00",8
"NTAGFU0031","NT",20120706,"Haemodorum",-14.12586,134.3867,"2012-07-06T00:00:00",1
"NTAGFU0031","NT",20120706,"Melaleuca",-14.12586,134.3867,"2012-07-06T00:00:00",174
"NTAGFU0031","NT",20120706,"Petalostigma",-14.12586,134.3867,"2012-07-06T00:00:00",51
"NTAGFU0031","NT",20120706,"Poaceae",-14.12586,134.3867,"2012-07-06T00:00:00",12
"NTAGFU0031","NT",20120706,"Pseudopogonatherum",-14.12586,134.3867,"2012-07-06T00:00:00",2
"NTAGFU0031","NT",20120706,"Schizachyrium",-14.12586,134.3867,"2012-07-06T00:00:00",164
"NTAGFU0031","NT",20120706,"Terminalia",-14.12586,134.3867,"2012-07-06T00:00:00",2
"NTAGFU0031","NT",20120706,"Thaumastochloa",-14.12586,134.3867,"2012-07-06T00:00:00",4
"NTAGFU0031","NT",20120706,"Triodia",-14.12586,134.3867,"2012-07-06T00:00:00",43
"NTAGFU0031","NT",20120706,NA,-14.12586,134.3867,"2012-07-06T00:00:00",138
"NTAGFU0032","NT",20120707,"Acacia",-14.15062,134.3736,"2012-07-07T00:00:00",2
"NTAGFU0032","NT",20120707,"Aristida",-14.15062,134.3736,"2012-07-07T00:00:00",53
"NTAGFU0032","NT",20120707,"Drosera",-14.15062,134.3736,"2012-07-07T00:00:00",1
"NTAGFU0032","NT",20120707,"Eragrostis",-14.15062,134.3736,"2012-07-07T00:00:00",2
"NTAGFU0032","NT",20120707,"Eriachne",-14.15062,134.3736,"2012-07-07T00:00:00",16
"NTAGFU0032","NT",20120707,"Eucalyptus",-14.15062,134.3736,"2012-07-07T00:00:00",4
"NTAGFU0032","NT",20120707,"Melaleuca",-14.15062,134.3736,"2012-07-07T00:00:00",118
"NTAGFU0032","NT",20120707,"Melinis",-14.15062,134.3736,"2012-07-07T00:00:00",3
"NTAGFU0032","NT",20120707,"Petalostigma",-14.15062,134.3736,"2012-07-07T00:00:00",31
"NTAGFU0032","NT",20120707,"Poaceae",-14.15062,134.3736,"2012-07-07T00:00:00",2
"NTAGFU0032","NT",20120707,"Pseudopogonatherum",-14.15062,134.3736,"2012-07-07T00:00:00",3
"NTAGFU0032","NT",20120707,"Rhynchospora",-14.15062,134.3736,"2012-07-07T00:00:00",1
"NTAGFU0032","NT",20120707,"Schizachyrium",-14.15062,134.3736,"2012-07-07T00:00:00",13
"NTAGFU0032","NT",20120707,"Sorghum",-14.15062,134.3736,"2012-07-07T00:00:00",184
"NTAGFU0032","NT",20120707,"Tephrosia",-14.15062,134.3736,"2012-07-07T00:00:00",1
"NTAGFU0032","NT",20120707,"Triodia",-14.15062,134.3736,"2012-07-07T00:00:00",3
"NTAGFU0032","NT",20120707,NA,-14.15062,134.3736,"2012-07-07T00:00:00",127
"NTAGFU0033","NT",20120708,"Acacia",-14.17696,134.3555,"2012-07-08T00:00:00",657
"NTAGFU0033","NT",20120708,"Alphitonia",-14.17696,134.3555,"2012-07-08T00:00:00",2
