"siteName","stateCode","siteVisitName","latitude_Degree","longitude_Degree","siteVisitStartDate","unique_species_count","precipitationAnnualMean_millimetre","solarRadiationMean_megajoulePerSquareMetre","maximumTemperature_degreeCelsius","minimumTemperature_degreeCelsius","temperatureAnnualMean_degreeCelsius","climaticCondition","average_soil_pH_unitless","average_soil_EC_dSPerMetre","soil_texture_Grade"
"NTAGFU0022","NT",20120607,-16.73101,135.9634,2012-06-07,10,664.227,22.8985,41.6479,8.65083,26.8772,"DRY",6.75,NA,"Clayey sand& Sandy clay loam"
"NTAGFU0023","NT",20120609,-16.82389,135.83,2012-06-09,19,668.438,22.9234,41.2239,8.31613,26.348,"DRY",5.875,NA,"Loamy sand& Sandy loam"
"NTAGFU0024","NT",20120610,-16.826,135.8932,2012-06-10,13,672.493,22.9003,41.185,8.32196,26.3401,"DRY",5.26666666666667,NA,"Sand"
"NTAGFU0025","NT",20120610,-16.82524,135.8552,2012-06-10,15,671.85,22.9112,41.1589,8.29542,26.2962,"DRY",NA,NA,"Light medium clay& Sandy clay loam& Sandy loam"
"NTAGFU0026","NT",20120612,-15.80912,135.4061,2012-06-12,23,705,22.8981,41.5306,10.0046,27.2359,"DRY",6.65,NA,"Light clay& Loamy sand& Sand& Sandy clay loam"
"NTAGFU0027","NT",20120613,-15.67927,135.4606,2012-06-13,29,743.957,22.8209,41.1037,10.0927,27.0238,"DRY",6,NA,"Sand"
"NTAGFU0028","NT",20120614,-15.62924,135.4598,2012-06-14,28,745.51,22.8209,41.1945,10.2246,27.1608,"DRY",5.45,NA,"Sand"
"NTAGFU0029","NT",20120615,-15.5381,135.409,2012-06-15,31,735.791,22.8274,41.2252,10.3892,27.256,"DRY",5.65,NA,"Clay loam sandy& Clayey sand"
"NTAGFU0030","NT",20120705,-14.1349,134.3778,2012-07-05,26,861.69,22.4614,41.0261,11.0869,27.4829,"DRY",5.525,NA,"Clay loam sandy& Clayey sand& Light clay& Sandy loam"
"NTAGFU0031","NT",20120706,-14.12586,134.3867,2012-07-06,22,862.205,22.454,40.9634,11.0716,27.4363,"DRY",5.86,NA,"Sandy loam"
"NTAGFU0032","NT",20120707,-14.15062,134.3736,2012-07-07,17,864.272,22.4575,40.926,11.0316,27.3697,"DRY",6.26,NA,"Medium clay"
"NTAGFU0033","NT",20120708,-14.17696,134.3555,2012-07-08,23,870.235,22.4373,40.6055,10.8765,27.0555,"DRY",3.96666666666667,NA,"Clayey sand& Light medium clay& Sandy clay loam"
"NTAGFU0034","NT",20120709,-14.06223,134.4216,2012-07-09,9,866.365,22.4382,41.0702,11.1755,27.6035,"DRY",4.5,NA,"Light clay& Light medium clay& Medium clay"
"NTAGFU0035","NT",20120710,-14.04786,134.4207,2012-07-10,21,864.955,22.4382,41.1386,11.2174,27.6882,"DRY",4.7,0.35,"Clayey sand& Sandy loam"
"NTAGFU0036","NT",20120711,-14.67457,133.863,2012-07-11,16,798.615,22.7249,41.6203,10.4819,27.6278,"DRY",NA,NA,"Clayey sand& Sandy clay loam"
"NTAGFU0041","NT",20160502,-14.77999,132.8915,2016-05-02 11:48:10,36,887.852,22.554,40.858,9.88811,27.281,"DRY",NA,NA,"Sand"
"NTAMAC0001","NT",20141006,-23.96591,133.3723,2014-10-06 11:29:31,22,258.95,22.5244,41.5679,0.568727,21.2144,"DRY",8.53333333333333,0.0433333333333333,"Loamy sand"
"NTAMAC0002","NT",20141007,-23.96164,133.4035,2014-10-07 09:44:00,11,259.247,22.5333,41.6851,0.604753,21.3118,"DRY",8.8,0.26,"Sand"
"NTAMAC0003","NT",20141006,-23.95909,133.4085,2014-10-06,16,259.244,22.5356,41.6855,0.609539,21.3159,"DRY",8.375,0.07,"Sand"
"NTAMGD0001","NT",20140313,-20.02302,137.3271,2014-03-13,21,354.695,23.2126,42.2955,6.02392,25.5484,"WET",7.05,0.695,"Medium clay& Medium heavy clay"
"NTAMGD0002","NT",20140312,-20.02464,137.3258,2014-03-12,37,354.695,23.2126,42.2955,6.02392,25.5484,"WET",7.3,0.14,"Medium heavy clay"
"NTAMGD0003","NT",20160428,-17.35821,133.4389,2016-04-28 09:38:07,47,521.796,23.0496,41.7291,8.34323,26.522,"DRY",5.3,0.85,"Sand"
"NTAMGD0004","NT",20160429,-17.52132,133.5235,2016-04-29 09:01:26,39,525.487,23.0586,41.9554,8.0903,26.5352,"DRY",5.7,0.305,"Loamy sand& Sand"
"NTAMGD0005","NT",20160429,-17.45585,133.4836,2016-04-29 14:35:35,27,527.036,23.0493,41.8313,8.20522,26.5099,"DRY",5.5,0.02,"Sand"
"NTAPCK0001","NT",20160504,-12.67578,132.8181,2016-05-04 15:12:47,34,1442.67,21.6115,39.0347,14.6779,28.1942,"DRY",6.1,0,"Sandy loam"
"NTAPCK0002","NT",20160505,-12.82043,132.7935,2016-05-05 13:41:51,40,1391.77,21.66,39.1296,14.3186,28.1634,"DRY",6.1,0,"Clayey sand"
"NTAPCK0003","NT",20210602,-12.6255,132.8539,2021-06-02,36,1440.28,21.5983,39.0544,14.8126,28.2336,"DRY",6.08,0.0152,"Sandy loam"
"NTAPCK0004","NT",20210603,-12.62383,132.8607,2021-06-03,41,1437.84,21.5995,39.0911,14.826,28.2548,"DRY",6.22,0.0126,"Clay loam sandy& Clayey sand& Sandy clay loam"
"NTAPCK0005","NT",20210603,-12.57337,132.8388,2021-06-03,13,1441.02,21.5868,38.9021,14.8613,28.1937,"DRY",6.16,0.0202,"Sandy clay loam"
"NTAPCK0006","NT",20210606,-12.64993,132.8656,2021-06-06,57,1438.79,21.6022,39.1013,14.7892,28.2405,"DRY",6.2,0.011,"Sandy loam"
"NTAPCK0007","NT",20210607,-12.69368,132.8543,2021-06-07,51,1431.35,21.6176,39.1385,14.6703,28.2241,"DRY",4.775,0.0055,"Sandy clay loam"
"NTASSD0001","NT",20120818,-25.30979,136.307,2012-08-18,14,125.657,22.7365,43.6871,2.73908,22.9866,"WET",6.2,NA,"Sand"
"NTASSD0003","NT",20120820,-25.29944,136.2989,2012-08-20,23,125.659,22.7385,43.6973,2.73436,22.9958,"WET",6.2,NA,"Sand"
"NTASSD0004","NT",20120821,-25.25327,136.2748,2012-08-21,15,126.264,22.744,43.676,2.69355,22.9756,"WET",6.2,NA,"Sand"
"NTASSD0005","NT",20120918,-25.75411,136.547,2012-09-18,22,123.934,22.6566,43.7102,3.07473,23.0046,"WET",6.3,0.41,"Sand"
"NTASSD0006","NT",20120918,-25.75344,136.5478,2012-09-18,8,123.934,22.6566,43.7102,3.07473,23.0046,"WET",6.2,0.34,"Sand"
"NTASSD0007","NT",20120919,-25.78356,136.5649,2012-09-19,26,123.754,22.6521,43.7201,3.10113,23.0135,"WET",6.2,0.32,"Sand"
"NTASSD0008","NT",20120919,-25.77834,136.5625,2012-09-19,13,123.893,22.6546,43.7263,3.0995,23.02,"WET",6.7,0.03,"Sand"
"NTASSD0009","NT",20120922,-24.78173,136.0115,2012-09-22,21,136.172,22.8106,43.6032,2.27167,22.8992,"WET",6.9,0.96,"Sand& Sandy clay loam"
"NTASSD0010","NT",20120923,-24.79283,136.0214,2012-09-23,25,135.876,22.8096,43.6048,2.28368,22.9016,"WET",6.7,0.25,"Sand"
"NTASSD0011","NT",20130319,-25.48055,135.1151,2013-03-19,4,131.054,22.5884,43.2704,2.33119,22.5932,"DRY",5.54,7.82,"Sandy clay loam"
"NTASSD0012","NT",20130320,-25.50322,135.1157,2013-03-20,5,132.737,22.5797,43.2485,2.33861,22.5752,"DRY",6.88,4.336,"Light clay"
"NTASSD0013","NT",20130320,-25.52405,135.1395,2013-03-20 21:58:17,3,132.84,22.5732,43.202,2.33477,22.5323,"DRY",7.025,2.04,"Sandy loam"
"NTASSD0014","NT",20130323,-25.13787,135.3707,2013-03-23,5,121.396,22.7123,43.4747,2.15892,22.7369,"DRY",7,0.943333333333333,"Light clay& Sandy clay loam& Sandy loam"
"NTASSD0015","NT",20130324,-25.12393,135.6168,2013-03-24,17,122.689,22.7287,43.5347,2.25823,22.7973,"DRY",NA,NA,"Sand"
"NTASSD0016","NT",20130322,-25.11011,135.508,2013-03-22 19:01:33,11,122.716,22.7222,43.4812,2.18514,22.743,"DRY",7.1,0.355,"Light clay& Loamy sand"
"NTASSD0017","NT",20130321,-25.47659,135.2584,2013-03-21,15,119.848,22.6211,43.3543,2.37499,22.6614,"DRY",6.7,3.22333333333333,"Light clay& Sandy clay loam& Sandy loam"
"NTASSD0018","NT",20130322,-25.12793,135.5226,2013-03-22 23:48:22,8,122.279,22.7224,43.4957,2.20715,22.7578,"DRY",6.7,1.998,"Sandy clay loam"
"NTASSD0019","NT",20130325,-25.09441,135.6408,2013-03-25,9,124.198,22.7348,43.5294,2.24423,22.7922,"DRY",6.95,0.115,"Loamy sand"
"NTASTU0001","NT",20160430,-15.87686,133.4119,2016-04-30 12:43:22,18,723.01,22.7903,41.4395,8.35361,26.7733,"DRY",5.85,0.01,"Sandy clay loam"
"NTASTU0002","NT",20160501,-15.76784,133.3782,2016-05-01 16:58:00,20,744.554,22.7607,41.3817,8.48221,26.821,"DRY",6.05,0,"Sandy clay loam"
"NTASTU0003","NT",20160501,-15.70665,133.3275,2016-05-01 15:10:00,26,757.948,22.7376,41.3291,8.54607,26.8418,"DRY",6.35,0,"Sandy loam"
"NTASTU0004","NT",20160503,-14.86384,132.9914,2016-05-03 09:41:51,36,880.457,22.6083,41.0249,9.80931,27.3215,"WET",6.6,0,"Sand"
"NTASTU0005","NT",20160503,-14.90864,133.0478,2016-05-03 15:15:53,28,865.261,22.6257,41.0337,9.74267,27.2756,"WET",6.53333333333333,0.123333333333333,"Sand"
"NTATAN0001","NT",20200805,-20.69951,134.2054,2020-08-05 12:00:00,18,300.869,23.0579,42.3546,5.52841,25.0293,"DRY",5.68,0.0083,"Loamy sand"
"NTATAN0002","NT",20200805,-20.72288,134.2004,2020-08-05 13:28:07,25,299.388,23.0584,42.3667,5.44595,25.0011,"DRY",5.42,0.0104,"Loamy sand"
"NTATAN0003","NT",20200806,-20.92154,133.8714,2020-08-06 10:31:58,15,312.753,23.0158,42.1929,5.32531,24.7166,"DRY",5.94,0.0145,"Loamy sand"
"NTATAN0004","NT",20200806,-20.92178,133.8861,2020-08-06 12:00:00,25,312.695,23.0166,42.1975,5.31778,24.7187,"DRY",5.52,0.0193,"Loamy sand"
"NTTDAB0001","NT",20140317,-13.96288,131.674,2014-03-17,30,1197.43,22.0298,38.7891,11.701,27.0841,"DRY",5.3,0.07,"Sand"
"NTTDAC0001","NT",20140318,-13.13983,130.7957,2014-03-18,35,1578.38,21.4845,37.1743,12.0794,26.6389,"WET",5.7,0,"Clayey sand& Sand"
"NTTDMR0001","NT",20140313,-18.08004,133.6845,2014-03-13,47,476.515,23.1664,42.192,8.14685,26.5205,"WET",8.9,0.115,"Clayey sand"
"NTTDMR0002","NT",20140314,-18.0725,133.635,2014-03-14,25,471.578,23.1723,42.2965,8.18173,26.6191,"WET",7.76666666666667,0.0166666666666667,"Sand"
"NTTDMR0003","NT",20140314,-18.07204,133.6669,2014-03-14 01:00:00,42,475.024,23.1697,42.2513,8.16819,26.5786,"WET",7.125,0.2325,"Clayey sand"
"NTTMGD0001","NT",20140315,-17.28297,133.4239,2014-03-15,28,525.738,23.0557,41.8544,8.38805,26.6609,"WET",6.8,0.06,"Clayey sand& Light clay& Sandy clay loam"
"NTTPCK0001","NT",20140319,-12.87196,131.127,2014-03-19,36,1467.9,21.4895,38.1794,12.7254,27.5962,"WET",5.6,0,"Sand"
"NTTSTU0001","NT",20140315,-16.63024,133.2712,2014-03-15,38,628.034,22.9313,41.3771,7.92401,26.3509,"WET",6.75,0.0225,"Sandy clay loam"
"QDABBN0001","QD",20190407,-23.85901,148.1582,2019-04-07 15:43:12,19,606.28,20.4785,37.9807,3.84049,22.0915,"WET",4.61666666666667,0.0645,"Clayey sand"
"QDABBN0002","QD",20190408,-23.86988,148.1494,2019-04-08 15:07:27,27,603.966,20.4979,38.2199,3.92585,22.3121,"WET",4.84,0.019,"Loamy sand"
"QDABBS0001","QD",20190404,-24.80013,147.7694,2019-04-04 12:28:49,20,709.304,20.2352,35.7058,0.615474,18.718,"WET",7.45,0.0775,"Heavy clay"
"QDABBS0002","QD",20190404,-24.8324,147.642,2019-04-04 16:31:25,14,664.151,20.3736,36.2163,0.730226,19.1583,"WET",7.98,0.1822,"Heavy clay"
"QDABBS0003","QD",20190405,-24.82158,147.7411,2019-04-05 10:23:36,40,693.341,20.2553,35.6444,0.549808,18.6363,"WET",6.18,0.0222,"Clay loam"
"QDABBS0004","QD",20190405,-24.78414,147.7596,2019-04-05 17:41:03,38,715.926,20.2043,35.3204,0.494406,18.3718,"WET",7.18,0.0124,"Heavy clay"
"QDABBS0005","QD",20190406,-24.76852,147.7666,2019-04-06 16:27:56,43,730.76,20.2021,35.5469,0.62292,18.6092,"WET",6.08,0.0054,"Heavy clay"
"QDABBS0006","QD",20190410,-27.15261,151.2334,2019-04-10 10:00:54,30,624.262,20.0363,36.2399,0.85107,19.3289,"DRY",8.58,0.4602,"Heavy clay"
"QDABBS0007","QD",20190410,-27.32918,151.2422,2019-04-10 14:28:38,45,627.368,20.0146,36.1231,0.678895,19.2038,"WET",8.12,0.5398,"Light medium clay"
"QDABBS0008","QD",20190411,-27.33087,151.2493,2019-04-11 09:47:50,37,627.461,20.0147,36.1381,0.671962,19.2139,"WET",7.91666666666667,0.361333333333333,"Heavy clay"
"QDABBS0009","QD",20190413,-27.38565,151.6128,2019-04-13 09:34:15,39,621.291,19.7705,35.0678,0.30265,18.6187,"WET",7.62,0.6262,"Light clay& Sandy clay loam"
"QDABBS0010","QD",20210328,-27.65796,151.5223,2021-03-28 11:12:12,45,637.242,19.794,34.6895,0.229263,18.1947,"WET",8.26,1.1808,"Medium heavy clay"
"QDACHC0002","QD",20130424,-24.12596,143.1692,2013-04-24,5,328.449,22.6915,41.3813,4.51626,23.8797,"DRY",8.09,1.43,NA
"QDACHC0003","QD",20130423,-24.11638,143.1649,2013-04-23 11:59:00,11,329.28,22.6915,41.3609,4.51166,23.8681,"DRY",6.15,0.0925,"Clayey sand"
"QDACHC0004","QD",20130519,-23.71877,141.0919,2013-05-19 13:44:00,14,225.411,23.1263,42.8785,5.25877,24.555,"DRY",8.18,0.108,NA
"QDACHC0005","QD",20130519,-23.72167,141.0723,2013-05-19,7,224.162,23.1293,42.8946,5.26524,24.56,"WET",5.7,0.84,"Light medium clay"
"QDACHC0006","QD",20130520,-23.76945,141.1335,2013-05-20 16:09:00,6,226.585,23.1119,42.8462,5.22106,24.5099,"DRY",8.17,1.839,NA
"QDACHC0007","QD",20130520,-23.83569,141.0291,2013-05-20,3,220.708,23.125,42.9062,5.23691,24.5051,"WET",5.83333333333333,2.57333333333333,"Light medium clay"
"QDACYP0001","QD",20180607,-15.27823,145.2528,2018-06-07 08:28:25,20,1679.67,18.6349,33.9854,14.6367,25.5569,"WET",5.384,0.011,"Sand"
"QDACYP0002","QD",20180607,-15.28454,145.1915,2018-06-07 14:26:49,29,1649.02,18.7706,34.6219,14.1699,25.8513,"WET",5.21,0.0885,"Clay loam& Light clay& Medium clay& Sandy loam"
"QDACYP0003","QD",20180608,-15.27674,145.2863,2018-06-08 11:17:00,28,1682.1,18.5867,33.955,15.5887,25.8777,"WET",5.966,0.0804,"Loamy sand"
"QDACYP0004","QD",20180609,-14.09284,142.9771,2018-06-09 15:21:06,56,1109.16,20.2495,36.758,12.6866,26.0955,"DRY",5.80666666666667,0.0125,"Loamy sand"
"QDACYP0005","QD",20180610,-14.14262,142.9763,2018-06-10 11:31:51,56,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0006","QD",20180611,-14.22668,142.9325,2018-06-11 13:28:13,37,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0007","QD",20180611,-14.22659,142.9852,2018-06-11 14:57:30,48,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0008","QD",20180612,-14.29825,143.0932,2018-06-12 10:55:42,45,1091.55,20.3447,36.8806,12.2079,26.076,"DRY",5.67,0.0085,"Sand"
"QDACYP0009","QD",20180612,-14.0673,143.2083,2018-06-12 17:35:14,58,1180.58,20.1043,35.8381,12.7811,25.5149,"DRY",6.10166666666667,0.013,"Clay loam"
"QDACYP0010","QD",20180614,-13.09186,142.7728,2018-06-14 09:01:21,37,1336.16,19.6923,36.2853,13.8002,26.263,"DRY",5.59833333333333,0.0135,"Heavy clay& Light medium clay& Medium heavy clay"
"QDACYP0011","QD",20180614,-13.20697,142.7398,2018-06-14 15:47:59,45,1290.06,19.8252,36.7054,13.7102,26.4558,"DRY",5.805,0.00883333333333333,"Clay loam& Medium heavy clay"
"QDACYP0013","QD",20180704,-12.20213,142.5687,2018-07-04 09:01:09,42,1477.45,19.2668,36.4036,14.6451,26.5806,"WET",5.57166666666667,0.009,"Clayey sand"
"QDACYP0014","QD",20180704,-12.19935,142.5499,2018-07-04 16:09:04,55,1477.92,19.2794,36.4814,14.6711,26.625,"DRY",5.455,0.02325,"Clayey sand"
"QDACYP0015","QD",20180705,-12.21936,142.5385,2018-07-05 14:05:28,31,1478.02,19.2942,36.5855,14.6673,26.6738,"WET",5.03833333333333,0.0181666666666667,"Light clay"
"QDACYP0016","QD",20180706,-11.49716,142.4303,2018-07-06 15:08:48,47,1616.22,19.1031,35.3992,15.1042,26.1394,"DRY",5.935,0.0566666666666667,"Clayey sand& Loamy sand"
"QDACYP0017","QD",20180707,-11.54331,142.4394,2018-07-07 13:53:21,40,1603.31,19.1289,35.6831,15.0852,26.3119,"DRY",3.54,0.0155,"Loamy sand"
"QDACYP0018","QD",20180708,-11.05363,142.3668,2018-07-08 13:59:58,36,1684.36,19.1964,35.6771,16.3706,26.7358,"DRY",5.9575,0.01425,"Sandy loam"
"QDACYP0019","QD",20180709,-10.72754,142.4903,2018-07-09 13:20:40,24,1784.89,19.1196,33.9827,18.3476,26.8552,"WET",5.0925,0.019,"Sand"
"QDACYP0020","QD",20180710,-10.93617,142.467,2018-07-10 09:47:57,26,1737.69,19.1557,35.1296,16.8752,26.7187,"DRY",5.005,0.01675,"Sand"
"QDACYP0021","QD",20180710,-10.93745,142.4597,2018-07-10 16:10:27,49,1739.56,19.1628,35.2176,16.6866,26.6898,"DRY",6.265,0.0176666666666667,"Loamy sand"
"QDACYP0022","QD",20180711,-10.78816,142.4383,2018-07-11 14:22:17,42,1773.53,19.1434,34.4985,17.5954,26.7313,"DRY",5.16,0.0105,"Sand"
"QDACYP0023","QD",20180712,-12.33224,142.2311,2018-07-12 16:17:48,39,1586.59,19.4747,37.2859,14.8637,27.0526,"DRY",5.91833333333333,0.0165,"Loam"
"QDACYP0024","QD",20180713,-12.36808,142.2043,2018-07-13 14:25:25,36,1597.1,19.5089,37.429,14.9199,27.1539,"DRY",6.13833333333333,0.0233333333333333,"Loam"
"QDADEU0001","QD",20210430,-20.54622,146.129,2021-04-30 11:24:07,41,593.196,21.7992,38.8342,6.75364,24.0696,"WET",7.25,0.0196,"Light clay"
"QDADEU0002","QD",20210501,-20.54572,146.1272,2021-05-01 08:57:50,42,593.196,21.7992,38.8342,6.75364,24.0696,"WET",6.98333333333333,0.0433333333333333,"Sandy clay loam"
"QDADEU0003","QD",20210501,-20.53182,146.1358,2021-05-01 15:27:00,39,594.413,21.7913,38.7997,6.76502,24.0523,"WET",6.44285714285714,0.019,"Medium clay"
"QDADEU0004","QD",20210502,-20.53574,146.1361,2021-05-02 10:21:18,39,594.413,21.7913,38.7997,6.76502,24.0523,"WET",6.18,0.033,"Medium clay"
"QDADEU0005","QD",20210503,-20.54874,146.1356,2021-05-03 10:03:35,49,593.498,21.7952,38.8206,6.75239,24.0629,"WET",6.43,0.4491,"Medium heavy clay"
"QDAEIU0002","QD",20130612,-19.5525,144.2242,2013-06-12,25,731.625,21.7055,36.1285,5.13455,21.5283,"WET",7.45,0.31,"Sandy loam"
"QDAEIU0003","QD",20220603,-19.40991,144.1696,2022-06-03 08:01:56,31,724.628,21.7414,36.5379,5.43795,22.0464,"WET",6.075,0.018,"Sandy clay loam"
"QDAEIU0004","QD",20130613,-19.44658,144.1615,2013-06-13,19,720.902,21.7378,36.4116,5.34328,21.8828,"WET",7.5,0.11,"Sand"
"QDAEIU0005","QD",20130930,-18.45494,143.8994,2013-09-30,2,790.263,21.6299,36.7928,6.2755,23.0207,"DRY",NA,NA,"Sandy loam"
"QDAEIU0006","QD",20131001,-18.46785,143.8917,2013-10-01,16,789.551,21.6279,36.7342,6.23818,22.953,"DRY",NA,NA,"Sandy loam"
"QDAEIU0006","QD",20210508,-18.46785,143.8917,2021-05-08 13:52:54,23,789.551,21.6279,36.7342,6.23818,22.953,"WET",7.4,0.0144,"Medium clay"
"QDAEIU0007","QD",20131001,-18.46784,143.8908,2013-10-01,14,789.551,21.6279,36.7342,6.23818,22.953,"DRY",NA,NA,"Sandy loam"
"QDAEIU0008","QD",20210505,-19.88787,146.1892,2021-05-05 10:22:12,47,586.478,21.5625,37.511,7.05063,23.7498,"WET",7.56,0.8363,"Medium heavy clay"
"QDAEIU0009","QD",20210505,-19.88786,146.1872,2021-05-05 14:15:00,41,586.478,21.5625,37.511,7.05063,23.7498,"WET",6.26666666666667,0.0883333333333333,"Medium heavy clay"
"QDAEIU0010","QD",20210506,-19.89337,146.1824,2021-05-06 12:00:00,49,589.197,21.5658,37.5495,7.0815,23.7673,"WET",6.5125,0.019,"Medium clay"
"QDAGUP0001","QD",20130616,-20.10876,143.7244,2013-06-16,18,539.908,22.2773,39.3508,6.11526,24.0595,"DRY",6.85,0.075,"Sand"
"QDAGUP0002","QD",20130615,-20.031,143.7625,2013-06-15 09:57:00,27,564.586,22.2151,39.0779,6.06349,23.864,"DRY",7.3,0.09,"Sand"
"QDAGUP0003","QD",20130617,-20.39928,143.6817,2013-06-17,19,478.988,22.4398,40.2584,6.23602,24.7088,"DRY",7.5,0.0333333333333333,"Sand"
"QDAGUP0004","QD",20130726,-20.01373,142.4779,2013-07-26,21,509.481,22.6174,41.3225,7.20737,25.7424,NA,8.35,0.04,"Sand"
"QDAGUP0005","QD",20130618,-19.99137,142.465,2013-06-18,16,511.561,22.6163,41.3081,7.24671,25.755,"DRY",7.05,0.035,"Loamy sand& Sand"
"QDAGUP0006","QD",20130619,-19.95565,142.4021,2013-06-19 10:36:00,17,512.128,22.6266,41.3288,7.36502,25.8274,"DRY",9.95,0.08,"Sand"
"QDAGUP0007","QD",20130619,-20.08432,141.817,2013-06-19 10:44:00,13,500.181,22.7649,41.7685,7.59357,26.0685,"DRY",9.15,0.475,"Heavy clay& Medium clay"
"QDAGUP0008","QD",20130620,-19.80169,142.0215,2013-06-20,25,526.523,22.6996,41.4375,7.96526,26.1683,"DRY",8.06,0.024,"Sand"
"QDAGUP0009","QD",20130620,-19.84587,141.9607,2013-06-20,13,524.727,22.7123,41.4654,7.92528,26.1378,"DRY",8.4,0.12,"Medium clay& Medium heavy clay"
"QDAGUP0010","QD",20130621,-19.91485,141.8343,2013-06-21 11:15:00,23,521.356,22.745,41.5757,7.90965,26.1515,NA,NA,NA,"Sand"
"QDAGUP0011","QD",20130621,-19.93982,141.8278,2013-06-21,25,519.608,22.7489,41.6031,7.88108,26.1477,"DRY",NA,NA,"Sand"
"QDAGUP0012","QD",20130710,-19.58185,140.3117,2013-07-10,19,531.353,22.9795,41.2516,9.35523,26.6395,"DRY",6.3,0.135,"Clayey sand& Sandy loam"
"QDAGUP0013","QD",20130711,-19.29783,140.1637,2013-07-11,9,541.982,22.9669,41.1146,9.74048,26.8527,"DRY",5.96666666666667,0.0933333333333333,"Light clay& Light medium clay& Medium clay"
"QDAGUP0014","QD",20130711,-18.23884,140.787,2013-07-11 13:34:00,15,693.055,22.5268,39.7898,11.1522,27.2971,"WET",5.7,0.12,"Light medium clay& Medium clay& Medium heavy clay"
"QDAGUP0015","QD",20130712,-18.25705,140.7326,2013-07-12 12:00:00,16,688.092,22.5481,39.7948,11.0766,27.2587,"WET",5.8,1.435,"Heavy clay"
"QDAGUP0016","QD",20130712,-18.24886,140.7483,2013-07-12 14:12:00,22,689.852,22.5411,39.7834,11.1008,27.2679,"DRY",5.45,0.38,"Light medium clay& Medium clay"
"QDAGUP0020","QD",20130715,-17.01356,140.9602,2013-07-15 12:00:00,6,956.777,21.9448,36.0446,13.0171,26.6905,"DRY",NA,NA,NA
"QDAGUP0021","QD",20130716,-17.00219,140.9937,2013-07-16 12:00:00,22,960.426,21.9518,36.7121,11.8985,26.5505,"DRY",NA,NA,NA
"QDAGUP0029","QD",20130924,-16.84716,143.1585,2013-09-24 12:00:00,17,920.568,21.5252,39.5132,10.1799,27.0029,"DRY",NA,NA,"Sand"
"QDAGUP0029","QD",20220531,-16.84716,143.1585,2022-05-31,39,920.568,21.5252,39.5132,10.1799,27.0029,"WET",7.06666666666667,0.0345,"Medium clay"
"QDAGUP0030","QD",20130925,-16.84804,143.1585,2013-09-25,21,920.568,21.5252,39.5132,10.1799,27.0029,"DRY",NA,NA,"Sand"
"QDAGUP0031","QD",20130924,-16.84806,143.1575,2013-09-24,17,920.568,21.5252,39.5132,10.1799,27.0029,"DRY",NA,NA,"Sand"
"QDAMGD0001","QD",20130417,-23.52077,144.2259,2013-04-17,19,397.473,22.4661,40.7941,4.61729,23.8679,"WET",8.425,0.705,"Medium clay& Medium heavy clay& Sandy clay loam& Sandy loam"
"QDAMGD0002","QD",20130418,-23.50948,144.226,2013-04-18,24,399.946,22.4712,40.8261,4.63379,23.8912,"WET",8.6,0.514,NA
"QDAMGD0003","QD",20130420,-23.53083,144.3035,2013-04-20 13:50:00,12,401.474,22.4277,40.6201,4.5808,23.7643,"DRY",8.21,3.412,NA
"QDAMGD0004","QD",20130419,-23.51407,144.3417,2013-04-19,20,403.798,22.4185,40.6479,4.62428,23.8051,"WET",8.56666666666667,2.29333333333333,"Light clay"
"QDAMGD0005","QD",20130419,-23.51774,144.3333,2013-04-19,23,403.848,22.4237,40.6817,4.62924,23.8234,"WET",8.06666666666667,2.96666666666667,"Light clay"
"QDAMGD0006","QD",20130420,-23.66471,144.0418,2013-04-20 13:56:00,12,373.249,22.4955,40.7533,4.51593,23.7692,"DRY",8.86,0.665,NA
"QDAMGD0007","QD",20130421,-23.65817,144.0949,2013-04-21,15,372.004,22.4898,40.8154,4.56912,23.8571,"DRY",8.2,1.356,"Light clay& Light medium clay"
"QDAMGD0008","QD",20130421,-23.64601,144.075,2013-04-21 14:05:00,11,372.721,22.4947,40.7833,4.54816,23.8164,"DRY",8.75,1.528,NA
"QDAMGD0009","QD",20130422,-24.09416,143.3365,2013-04-22 12:00:00,11,329.703,22.6703,41.3665,4.55449,23.9692,"DRY",7.53333333333333,1.4,"Medium heavy clay"
"QDAMGD0010","QD",20130423,-24.09121,143.3534,2013-04-23,16,329.937,22.6656,41.3542,4.55002,23.9645,"DRY",8.17,0.678,NA
"QDAMGD0011","QD",20130422,-24.08063,143.3152,2013-04-22 14:17:00,5,329.504,22.6751,41.358,4.55114,23.9562,"DRY",7.225,1.675,"Light clay& Sandy clay loam"
"QDAMGD0012","QD",20130426,-24.82182,144.8236,2013-04-26 15:24:00,22,454.09,21.897,39.6009,3.30692,22.4747,"DRY",6.375,1.2875,"Light clay& Light medium clay& Sandy clay loam& Sandy loam"
"QDAMGD0013","QD",20130514,-22.51618,143.0502,2013-05-14,9,386.832,22.7309,41.5654,5.27236,24.5129,"WET",8.46666666666667,0.97,"Sandy loam"
