"siteName","stateCode","siteVisitName","scientificName","latitude_Degree","longitude_Degree","siteVisitStartDate","abundance","precipitationAnnualMean_millimetre","solarRadiationMean_megajoulePerSquareMetre","maximumTemperature_degreeCelsius","minimumTemperature_degreeCelsius","temperatureAnnualMean_degreeCelsius","climaticCondition","average_soil_pH_unitless","average_soil_EC_dSPerMetre","soil_texture_Grade"
"QDACYP0004","QD",20180609,"Poaceae",-14.09284,142.9771,2018-06-09 15:21:06,1,1109.16,20.2495,36.758,12.6866,26.0955,"DRY",5.80666666666667,0.0125,"Loamy sand"
"QDACYP0004","QD",20180609,"Polycarpaea corymbosa var. corymbosa",-14.09284,142.9771,2018-06-09 15:21:06,2,1109.16,20.2495,36.758,12.6866,26.0955,"DRY",5.80666666666667,0.0125,"Loamy sand"
"QDACYP0004","QD",20180609,"Pseudopogonatherum irritans",-14.09284,142.9771,2018-06-09 15:21:06,51,1109.16,20.2495,36.758,12.6866,26.0955,"DRY",5.80666666666667,0.0125,"Loamy sand"
"QDACYP0004","QD",20180609,"Sarga",-14.09284,142.9771,2018-06-09 15:21:06,2,1109.16,20.2495,36.758,12.6866,26.0955,"DRY",5.80666666666667,0.0125,"Loamy sand"
"QDACYP0004","QD",20180609,"Schizachyrium",-14.09284,142.9771,2018-06-09 15:21:06,90,1109.16,20.2495,36.758,12.6866,26.0955,"DRY",5.80666666666667,0.0125,"Loamy sand"
"QDACYP0004","QD",20180609,"Setaria surgens",-14.09284,142.9771,2018-06-09 15:21:06,6,1109.16,20.2495,36.758,12.6866,26.0955,"DRY",5.80666666666667,0.0125,"Loamy sand"
"QDACYP0004","QD",20180609,"Siphonodon pendulus",-14.09284,142.9771,2018-06-09 15:21:06,1,1109.16,20.2495,36.758,12.6866,26.0955,"DRY",5.80666666666667,0.0125,"Loamy sand"
"QDACYP0004","QD",20180609,"Spermacoce",-14.09284,142.9771,2018-06-09 15:21:06,8,1109.16,20.2495,36.758,12.6866,26.0955,"DRY",5.80666666666667,0.0125,"Loamy sand"
"QDACYP0004","QD",20180609,"Stylidium austrocapense",-14.09284,142.9771,2018-06-09 15:21:06,1,1109.16,20.2495,36.758,12.6866,26.0955,"DRY",5.80666666666667,0.0125,"Loamy sand"
"QDACYP0004","QD",20180609,"Stylosanthes humilis",-14.09284,142.9771,2018-06-09 15:21:06,1,1109.16,20.2495,36.758,12.6866,26.0955,"DRY",5.80666666666667,0.0125,"Loamy sand"
"QDACYP0004","QD",20180609,"Syzygium eucalyptoides subsp. eucalyptoides",-14.09284,142.9771,2018-06-09 15:21:06,2,1109.16,20.2495,36.758,12.6866,26.0955,"DRY",5.80666666666667,0.0125,"Loamy sand"
"QDACYP0004","QD",20180609,"Thaumastochloa pubescens",-14.09284,142.9771,2018-06-09 15:21:06,51,1109.16,20.2495,36.758,12.6866,26.0955,"DRY",5.80666666666667,0.0125,"Loamy sand"
"QDACYP0004","QD",20180609,NA,-14.09284,142.9771,2018-06-09 15:21:06,206,1109.16,20.2495,36.758,12.6866,26.0955,"DRY",5.80666666666667,0.0125,"Loamy sand"
"QDACYP0005","QD",20180610,"Acacia humifusa",-14.14262,142.9763,2018-06-10 11:31:51,2,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Acacia leptoloba",-14.14262,142.9763,2018-06-10 11:31:51,3,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Alloteropsis semialata",-14.14262,142.9763,2018-06-10 11:31:51,3,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Alphitonia pomaderroides",-14.14262,142.9763,2018-06-10 11:31:51,5,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Aristida holathera",-14.14262,142.9763,2018-06-10 11:31:51,20,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Aristida ingrata",-14.14262,142.9763,2018-06-10 11:31:51,6,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Brachychiton vitifolius",-14.14262,142.9763,2018-06-10 11:31:51,6,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Buchnera linearis",-14.14262,142.9763,2018-06-10 11:31:51,2,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Bulbostylis barbata",-14.14262,142.9763,2018-06-10 11:31:51,51,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Chamaecrista absus var. absus",-14.14262,142.9763,2018-06-10 11:31:51,1,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Corymbia",-14.14262,142.9763,2018-06-10 11:31:51,1,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Corymbia clarksoniana",-14.14262,142.9763,2018-06-10 11:31:51,86,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Corymbia confertiflora",-14.14262,142.9763,2018-06-10 11:31:51,5,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Crotalaria medicaginea",-14.14262,142.9763,2018-06-10 11:31:51,9,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Cyperaceae",-14.14262,142.9763,2018-06-10 11:31:51,1,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Denhamia oleaster",-14.14262,142.9763,2018-06-10 11:31:51,10,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Dodonaea hispidula var. hispidula",-14.14262,142.9763,2018-06-10 11:31:51,1,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Ectrosia",-14.14262,142.9763,2018-06-10 11:31:51,117,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Ectrosia agrostoides",-14.14262,142.9763,2018-06-10 11:31:51,1,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Eragrostis cumingii",-14.14262,142.9763,2018-06-10 11:31:51,1,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Eragrostis pubescens",-14.14262,142.9763,2018-06-10 11:31:51,1,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Eriachne melicacea",-14.14262,142.9763,2018-06-10 11:31:51,1,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Eriachne obtusa",-14.14262,142.9763,2018-06-10 11:31:51,3,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Eriachne stipacea",-14.14262,142.9763,2018-06-10 11:31:51,27,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Erythroxylum ellipticum",-14.14262,142.9763,2018-06-10 11:31:51,8,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Eucalyptus tetrodonta",-14.14262,142.9763,2018-06-10 11:31:51,183,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Euphorbia",-14.14262,142.9763,2018-06-10 11:31:51,2,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Evolvulus alsinoides var. decumbens",-14.14262,142.9763,2018-06-10 11:31:51,11,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Fimbristylis macrantha",-14.14262,142.9763,2018-06-10 11:31:51,18,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Fimbristylis recta",-14.14262,142.9763,2018-06-10 11:31:51,2,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Flemingia parviflora",-14.14262,142.9763,2018-06-10 11:31:51,1,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Galactia tenuiflora",-14.14262,142.9763,2018-06-10 11:31:51,7,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Grevillea glauca",-14.14262,142.9763,2018-06-10 11:31:51,6,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Heliotropium rhadinostachyum",-14.14262,142.9763,2018-06-10 11:31:51,7,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Heteropogon contortus",-14.14262,142.9763,2018-06-10 11:31:51,1,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Indigofera hirsuta",-14.14262,142.9763,2018-06-10 11:31:51,2,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Ipomoea polymorpha",-14.14262,142.9763,2018-06-10 11:31:51,7,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Lomandra decomposita",-14.14262,142.9763,2018-06-10 11:31:51,4,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Mesosphaerum suaveolens",-14.14262,142.9763,2018-06-10 11:31:51,4,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Mitracarpus hirtus",-14.14262,142.9763,2018-06-10 11:31:51,6,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Mnesithea formosa",-14.14262,142.9763,2018-06-10 11:31:51,3,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Oldenlandia mitrasacmoides subsp. nigricans",-14.14262,142.9763,2018-06-10 11:31:51,3,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Panicum seminudum var. seminudum",-14.14262,142.9763,2018-06-10 11:31:51,28,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Perotis rara",-14.14262,142.9763,2018-06-10 11:31:51,18,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Petalostigma pubescens",-14.14262,142.9763,2018-06-10 11:31:51,23,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Planchonella pohlmaniana",-14.14262,142.9763,2018-06-10 11:31:51,2,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Planchonia careya",-14.14262,142.9763,2018-06-10 11:31:51,3,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Poaceae",-14.14262,142.9763,2018-06-10 11:31:51,4,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Polymeria subhirsuta",-14.14262,142.9763,2018-06-10 11:31:51,5,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Schizachyrium",-14.14262,142.9763,2018-06-10 11:31:51,97,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Spermacoce",-14.14262,142.9763,2018-06-10 11:31:51,1,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Stylosanthes humilis",-14.14262,142.9763,2018-06-10 11:31:51,1,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Syzygium eucalyptoides subsp. eucalyptoides",-14.14262,142.9763,2018-06-10 11:31:51,4,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Tephrosia filipes",-14.14262,142.9763,2018-06-10 11:31:51,4,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Thaumastochloa major",-14.14262,142.9763,2018-06-10 11:31:51,57,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,"Xenostegia tridentata",-14.14262,142.9763,2018-06-10 11:31:51,3,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0005","QD",20180610,NA,-14.14262,142.9763,2018-06-10 11:31:51,265,1110.6,20.2562,36.6774,12.4974,25.9548,"DRY",5.68142857142857,0.00885714285714286,"Loamy sand"
"QDACYP0006","QD",20180611,"Alphitonia pomaderroides",-14.22668,142.9325,2018-06-11 13:28:13,32,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Brachychiton vitifolius",-14.22668,142.9325,2018-06-11 13:28:13,20,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Chrysopogon fallax",-14.22668,142.9325,2018-06-11 13:28:13,20,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Corymbia",-14.22668,142.9325,2018-06-11 13:28:13,6,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Corymbia stockeri",-14.22668,142.9325,2018-06-11 13:28:13,31,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Crotalaria medicaginea",-14.22668,142.9325,2018-06-11 13:28:13,7,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Croton arnhemicus",-14.22668,142.9325,2018-06-11 13:28:13,9,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Decaschistia peninsularis",-14.22668,142.9325,2018-06-11 13:28:13,2,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Desmodium pullenii",-14.22668,142.9325,2018-06-11 13:28:13,1,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Dolichandrone alternifolia",-14.22668,142.9325,2018-06-11 13:28:13,1,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Eriachne stipacea",-14.22668,142.9325,2018-06-11 13:28:13,11,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Erythrophleum chlorostachys",-14.22668,142.9325,2018-06-11 13:28:13,45,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Eucalyptus chlorophylla",-14.22668,142.9325,2018-06-11 13:28:13,4,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Eucalyptus cullenii",-14.22668,142.9325,2018-06-11 13:28:13,20,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Eucalyptus megasepala",-14.22668,142.9325,2018-06-11 13:28:13,147,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Euphorbia",-14.22668,142.9325,2018-06-11 13:28:13,1,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Evolvulus alsinoides var. decumbens",-14.22668,142.9325,2018-06-11 13:28:13,3,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Fimbristylis recta",-14.22668,142.9325,2018-06-11 13:28:13,1,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Goodenia pilosa",-14.22668,142.9325,2018-06-11 13:28:13,1,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Grevillea mcgillivrayi",-14.22668,142.9325,2018-06-11 13:28:13,5,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Helicteres",-14.22668,142.9325,2018-06-11 13:28:13,1,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Heliotropium peninsulare",-14.22668,142.9325,2018-06-11 13:28:13,1,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Heteropogon triticeus",-14.22668,142.9325,2018-06-11 13:28:13,14,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Indigofera wannanii",-14.22668,142.9325,2018-06-11 13:28:13,1,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Ipomoea eriocarpa",-14.22668,142.9325,2018-06-11 13:28:13,4,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Melaleuca viridiflora var. viridiflora",-14.22668,142.9325,2018-06-11 13:28:13,41,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Mesosphaerum suaveolens",-14.22668,142.9325,2018-06-11 13:28:13,1,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Mnesithea formosa",-14.22668,142.9325,2018-06-11 13:28:13,25,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Panicum seminudum var. cairnsianum",-14.22668,142.9325,2018-06-11 13:28:13,12,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Poaceae",-14.22668,142.9325,2018-06-11 13:28:13,31,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Premna acuminata",-14.22668,142.9325,2018-06-11 13:28:13,1,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Sarga",-14.22668,142.9325,2018-06-11 13:28:13,65,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Schizachyrium perplexum",-14.22668,142.9325,2018-06-11 13:28:13,260,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Setaria surgens",-14.22668,142.9325,2018-06-11 13:28:13,5,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Spermacoce uniseta",-14.22668,142.9325,2018-06-11 13:28:13,13,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Terminalia volucris",-14.22668,142.9325,2018-06-11 13:28:13,12,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,"Thaumastochloa brassii",-14.22668,142.9325,2018-06-11 13:28:13,1,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0006","QD",20180611,NA,-14.22668,142.9325,2018-06-11 13:28:13,227,1088.76,20.3279,37.0324,12.3618,26.1721,"DRY",5.74857142857143,0.00871428571428571,"Clayey sand"
"QDACYP0007","QD",20180611,"Acacia leptostachya",-14.22659,142.9852,2018-06-11 14:57:30,5,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Acacia rothii",-14.22659,142.9852,2018-06-11 14:57:30,30,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Adenanthera abrosperma",-14.22659,142.9852,2018-06-11 14:57:30,4,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Alphitonia excelsa",-14.22659,142.9852,2018-06-11 14:57:30,5,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Alphitonia pomaderroides",-14.22659,142.9852,2018-06-11 14:57:30,5,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Antidesma ghaesembilla",-14.22659,142.9852,2018-06-11 14:57:30,10,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Arundinella setosa",-14.22659,142.9852,2018-06-11 14:57:30,2,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Blumea saxatilis",-14.22659,142.9852,2018-06-11 14:57:30,1,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Brachychiton diversifolius subsp. orientalis",-14.22659,142.9852,2018-06-11 14:57:30,27,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Brachychiton vitifolius",-14.22659,142.9852,2018-06-11 14:57:30,22,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Cassytha filiformis",-14.22659,142.9852,2018-06-11 14:57:30,3,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Cheilanthes caudata",-14.22659,142.9852,2018-06-11 14:57:30,9,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Chrysopogon fallax",-14.22659,142.9852,2018-06-11 14:57:30,30,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Coelospermum reticulatum",-14.22659,142.9852,2018-06-11 14:57:30,4,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Corymbia",-14.22659,142.9852,2018-06-11 14:57:30,177,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Decaschistia peninsularis",-14.22659,142.9852,2018-06-11 14:57:30,1,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Dodonaea malvacea",-14.22659,142.9852,2018-06-11 14:57:30,1,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Dolichandrone alternifolia",-14.22659,142.9852,2018-06-11 14:57:30,9,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
"QDACYP0007","QD",20180611,"Eragrostis schultzii",-14.22659,142.9852,2018-06-11 14:57:30,7,1098.85,20.3043,36.87,12.3407,26.0543,"DRY",5.996,0.0068,"Sandy loam"
