"siteName","stateCode","siteVisitName","taxonFamily","latitude_Degree","longitude_Degree","siteVisitStartDate","abundance"
"QDACYP0018","QD",20180708,"Apocynaceae",-11.05363,142.3668,"2018-07-08T13:59:58",25
"QDACYP0018","QD",20180708,"Aristolochiaceae",-11.05363,142.3668,"2018-07-08T13:59:58",2
"QDACYP0018","QD",20180708,"Asparagaceae",-11.05363,142.3668,"2018-07-08T13:59:58",32
"QDACYP0018","QD",20180708,"Casuarinaceae",-11.05363,142.3668,"2018-07-08T13:59:58",40
"QDACYP0018","QD",20180708,"Celastraceae",-11.05363,142.3668,"2018-07-08T13:59:58",1
"QDACYP0018","QD",20180708,"Chrysobalanaceae",-11.05363,142.3668,"2018-07-08T13:59:58",19
"QDACYP0018","QD",20180708,"Cyperaceae",-11.05363,142.3668,"2018-07-08T13:59:58",107
"QDACYP0018","QD",20180708,"Dilleniaceae",-11.05363,142.3668,"2018-07-08T13:59:58",9
"QDACYP0018","QD",20180708,"Euphorbiaceae",-11.05363,142.3668,"2018-07-08T13:59:58",2
"QDACYP0018","QD",20180708,"Fabaceae",-11.05363,142.3668,"2018-07-08T13:59:58",84
"QDACYP0018","QD",20180708,"Hemerocallidaceae",-11.05363,142.3668,"2018-07-08T13:59:58",2
"QDACYP0018","QD",20180708,"Lauraceae",-11.05363,142.3668,"2018-07-08T13:59:58",19
"QDACYP0018","QD",20180708,"Lecythidaceae",-11.05363,142.3668,"2018-07-08T13:59:58",2
"QDACYP0018","QD",20180708,"Myrtaceae",-11.05363,142.3668,"2018-07-08T13:59:58",480
"QDACYP0018","QD",20180708,"Pandanaceae",-11.05363,142.3668,"2018-07-08T13:59:58",10
"QDACYP0018","QD",20180708,"Picrodendraceae",-11.05363,142.3668,"2018-07-08T13:59:58",133
"QDACYP0018","QD",20180708,"Poaceae",-11.05363,142.3668,"2018-07-08T13:59:58",76
"QDACYP0018","QD",20180708,"Proteaceae",-11.05363,142.3668,"2018-07-08T13:59:58",108
"QDACYP0018","QD",20180708,"Rutaceae",-11.05363,142.3668,"2018-07-08T13:59:58",64
"QDACYP0018","QD",20180708,"Santalaceae",-11.05363,142.3668,"2018-07-08T13:59:58",2
"QDACYP0018","QD",20180708,"Sapotaceae",-11.05363,142.3668,"2018-07-08T13:59:58",1
"QDACYP0019","QD",20180709,"Apocynaceae",-10.72754,142.4903,"2018-07-09T13:20:40",5
"QDACYP0019","QD",20180709,"Asparagaceae",-10.72754,142.4903,"2018-07-09T13:20:40",2
"QDACYP0019","QD",20180709,"Burmanniaceae",-10.72754,142.4903,"2018-07-09T13:20:40",1
"QDACYP0019","QD",20180709,"Centrolepidaceae",-10.72754,142.4903,"2018-07-09T13:20:40",6
"QDACYP0019","QD",20180709,"Cyperaceae",-10.72754,142.4903,"2018-07-09T13:20:40",3
"QDACYP0019","QD",20180709,"Droseraceae",-10.72754,142.4903,"2018-07-09T13:20:40",3
"QDACYP0019","QD",20180709,"Ericaceae",-10.72754,142.4903,"2018-07-09T13:20:40",114
"QDACYP0019","QD",20180709,"Eriocaulaceae",-10.72754,142.4903,"2018-07-09T13:20:40",3
"QDACYP0019","QD",20180709,"Fabaceae",-10.72754,142.4903,"2018-07-09T13:20:40",1
"QDACYP0019","QD",20180709,"Hemerocallidaceae",-10.72754,142.4903,"2018-07-09T13:20:40",3
"QDACYP0019","QD",20180709,"Lentibulariaceae",-10.72754,142.4903,"2018-07-09T13:20:40",26
"QDACYP0019","QD",20180709,"Myrtaceae",-10.72754,142.4903,"2018-07-09T13:20:40",340
"QDACYP0019","QD",20180709,"Nepenthaceae",-10.72754,142.4903,"2018-07-09T13:20:40",2
"QDACYP0019","QD",20180709,"Poaceae",-10.72754,142.4903,"2018-07-09T13:20:40",2
"QDACYP0019","QD",20180709,"Restionaceae",-10.72754,142.4903,"2018-07-09T13:20:40",436
"QDACYP0019","QD",20180709,"Rubiaceae",-10.72754,142.4903,"2018-07-09T13:20:40",4
"QDACYP0019","QD",20180709,"Xyridaceae",-10.72754,142.4903,"2018-07-09T13:20:40",6
"QDACYP0020","QD",20180710,"Apocynaceae",-10.93617,142.467,"2018-07-10T09:47:57",5
"QDACYP0020","QD",20180710,"Asparagaceae",-10.93617,142.467,"2018-07-10T09:47:57",32
"QDACYP0020","QD",20180710,"Burmanniaceae",-10.93617,142.467,"2018-07-10T09:47:57",1
"QDACYP0020","QD",20180710,"Centrolepidaceae",-10.93617,142.467,"2018-07-10T09:47:57",2
"QDACYP0020","QD",20180710,"Cyperaceae",-10.93617,142.467,"2018-07-10T09:47:57",7
"QDACYP0020","QD",20180710,"Dilleniaceae",-10.93617,142.467,"2018-07-10T09:47:57",24
"QDACYP0020","QD",20180710,"Ericaceae",-10.93617,142.467,"2018-07-10T09:47:57",109
"QDACYP0020","QD",20180710,"Fabaceae",-10.93617,142.467,"2018-07-10T09:47:57",164
"QDACYP0020","QD",20180710,"Hemerocallidaceae",-10.93617,142.467,"2018-07-10T09:47:57",2
"QDACYP0020","QD",20180710,"Lauraceae",-10.93617,142.467,"2018-07-10T09:47:57",6
"QDACYP0020","QD",20180710,"Loganiaceae",-10.93617,142.467,"2018-07-10T09:47:57",2
"QDACYP0020","QD",20180710,"Myrtaceae",-10.93617,142.467,"2018-07-10T09:47:57",561
"QDACYP0020","QD",20180710,"Orobanchaceae",-10.93617,142.467,"2018-07-10T09:47:57",1
"QDACYP0020","QD",20180710,"Poaceae",-10.93617,142.467,"2018-07-10T09:47:57",60
"QDACYP0020","QD",20180710,"Restionaceae",-10.93617,142.467,"2018-07-10T09:47:57",85
"QDACYP0020","QD",20180710,"Rutaceae",-10.93617,142.467,"2018-07-10T09:47:57",9
"QDACYP0020","QD",20180710,"Stylidiaceae",-10.93617,142.467,"2018-07-10T09:47:57",2
"QDACYP0020","QD",20180710,"Xyridaceae",-10.93617,142.467,"2018-07-10T09:47:57",1
"QDACYP0021","QD",20180710,"Apocynaceae",-10.93745,142.4597,"2018-07-10T16:10:27",5
"QDACYP0021","QD",20180710,"Arecaceae",-10.93745,142.4597,"2018-07-10T16:10:27",24
"QDACYP0021","QD",20180710,"Aristolochiaceae",-10.93745,142.4597,"2018-07-10T16:10:27",1
"QDACYP0021","QD",20180710,"Asparagaceae",-10.93745,142.4597,"2018-07-10T16:10:27",57
"QDACYP0021","QD",20180710,"Asteraceae",-10.93745,142.4597,"2018-07-10T16:10:27",1
"QDACYP0021","QD",20180710,"Burseraceae",-10.93745,142.4597,"2018-07-10T16:10:27",6
"QDACYP0021","QD",20180710,"Casuarinaceae",-10.93745,142.4597,"2018-07-10T16:10:27",13
"QDACYP0021","QD",20180710,"Celastraceae",-10.93745,142.4597,"2018-07-10T16:10:27",2
"QDACYP0021","QD",20180710,"Chrysobalanaceae",-10.93745,142.4597,"2018-07-10T16:10:27",4
"QDACYP0021","QD",20180710,"Commelinaceae",-10.93745,142.4597,"2018-07-10T16:10:27",2
"QDACYP0021","QD",20180710,"Convolvulaceae",-10.93745,142.4597,"2018-07-10T16:10:27",2
"QDACYP0021","QD",20180710,"Cyperaceae",-10.93745,142.4597,"2018-07-10T16:10:27",1
"QDACYP0021","QD",20180710,"Dilleniaceae",-10.93745,142.4597,"2018-07-10T16:10:27",12
"QDACYP0021","QD",20180710,"Erythroxylaceae",-10.93745,142.4597,"2018-07-10T16:10:27",7
"QDACYP0021","QD",20180710,"Euphorbiaceae",-10.93745,142.4597,"2018-07-10T16:10:27",1
"QDACYP0021","QD",20180710,"Fabaceae",-10.93745,142.4597,"2018-07-10T16:10:27",76
"QDACYP0021","QD",20180710,"Hemerocallidaceae",-10.93745,142.4597,"2018-07-10T16:10:27",13
"QDACYP0021","QD",20180710,"Lamiaceae",-10.93745,142.4597,"2018-07-10T16:10:27",7
"QDACYP0021","QD",20180710,"Lauraceae",-10.93745,142.4597,"2018-07-10T16:10:27",4
"QDACYP0021","QD",20180710,"Moraceae",-10.93745,142.4597,"2018-07-10T16:10:27",4
"QDACYP0021","QD",20180710,"Myrtaceae",-10.93745,142.4597,"2018-07-10T16:10:27",633
"QDACYP0021","QD",20180710,"Pandanaceae",-10.93745,142.4597,"2018-07-10T16:10:27",7
"QDACYP0021","QD",20180710,"Poaceae",-10.93745,142.4597,"2018-07-10T16:10:27",235
"QDACYP0021","QD",20180710,"Proteaceae",-10.93745,142.4597,"2018-07-10T16:10:27",26
"QDACYP0021","QD",20180710,"Rubiaceae",-10.93745,142.4597,"2018-07-10T16:10:27",8
"QDACYP0021","QD",20180710,"Sapotaceae",-10.93745,142.4597,"2018-07-10T16:10:27",32
"QDACYP0021","QD",20180710,"Smilacaceae",-10.93745,142.4597,"2018-07-10T16:10:27",30
"QDACYP0021","QD",20180710,"Stemonaceae",-10.93745,142.4597,"2018-07-10T16:10:27",1
"QDACYP0022","QD",20180711,"Arecaceae",-10.78816,142.4383,"2018-07-11T14:22:17",1
"QDACYP0022","QD",20180711,"Asparagaceae",-10.78816,142.4383,"2018-07-11T14:22:17",2
"QDACYP0022","QD",20180711,"Celastraceae",-10.78816,142.4383,"2018-07-11T14:22:17",1
"QDACYP0022","QD",20180711,"Centrolepidaceae",-10.78816,142.4383,"2018-07-11T14:22:17",30
"QDACYP0022","QD",20180711,"Chrysobalanaceae",-10.78816,142.4383,"2018-07-11T14:22:17",6
"QDACYP0022","QD",20180711,"Cyperaceae",-10.78816,142.4383,"2018-07-11T14:22:17",348
"QDACYP0022","QD",20180711,"Eriocaulaceae",-10.78816,142.4383,"2018-07-11T14:22:17",29
"QDACYP0022","QD",20180711,"Fabaceae",-10.78816,142.4383,"2018-07-11T14:22:17",14
"QDACYP0022","QD",20180711,"Goodeniaceae",-10.78816,142.4383,"2018-07-11T14:22:17",23
"QDACYP0022","QD",20180711,"Lamiaceae",-10.78816,142.4383,"2018-07-11T14:22:17",3
"QDACYP0022","QD",20180711,"Lecythidaceae",-10.78816,142.4383,"2018-07-11T14:22:17",2
"QDACYP0022","QD",20180711,"Lentibulariaceae",-10.78816,142.4383,"2018-07-11T14:22:17",2
"QDACYP0022","QD",20180711,"Myrtaceae",-10.78816,142.4383,"2018-07-11T14:22:17",504
"QDACYP0022","QD",20180711,"Pandanaceae",-10.78816,142.4383,"2018-07-11T14:22:17",1
"QDACYP0022","QD",20180711,"Picrodendraceae",-10.78816,142.4383,"2018-07-11T14:22:17",1
"QDACYP0022","QD",20180711,"Poaceae",-10.78816,142.4383,"2018-07-11T14:22:17",107
"QDACYP0022","QD",20180711,"Proteaceae",-10.78816,142.4383,"2018-07-11T14:22:17",15
"QDACYP0022","QD",20180711,"Restionaceae",-10.78816,142.4383,"2018-07-11T14:22:17",83
"QDACYP0023","QD",20180712,"Acanthaceae",-12.33224,142.2311,"2018-07-12T16:17:48",4
"QDACYP0023","QD",20180712,"Arecaceae",-12.33224,142.2311,"2018-07-12T16:17:48",1
"QDACYP0023","QD",20180712,"Asteraceae",-12.33224,142.2311,"2018-07-12T16:17:48",7
"QDACYP0023","QD",20180712,"Chrysobalanaceae",-12.33224,142.2311,"2018-07-12T16:17:48",18
"QDACYP0023","QD",20180712,"Colchicaceae",-12.33224,142.2311,"2018-07-12T16:17:48",1
"QDACYP0023","QD",20180712,"Convolvulaceae",-12.33224,142.2311,"2018-07-12T16:17:48",8
"QDACYP0023","QD",20180712,"Cyperaceae",-12.33224,142.2311,"2018-07-12T16:17:48",5
"QDACYP0023","QD",20180712,"Dilleniaceae",-12.33224,142.2311,"2018-07-12T16:17:48",8
"QDACYP0023","QD",20180712,"Erythroxylaceae",-12.33224,142.2311,"2018-07-12T16:17:48",1
"QDACYP0023","QD",20180712,"Euphorbiaceae",-12.33224,142.2311,"2018-07-12T16:17:48",8
"QDACYP0023","QD",20180712,"Fabaceae",-12.33224,142.2311,"2018-07-12T16:17:48",121
"QDACYP0023","QD",20180712,"Lauraceae",-12.33224,142.2311,"2018-07-12T16:17:48",2
"QDACYP0023","QD",20180712,"Lecythidaceae",-12.33224,142.2311,"2018-07-12T16:17:48",45
"QDACYP0023","QD",20180712,"Malvaceae",-12.33224,142.2311,"2018-07-12T16:17:48",18
"QDACYP0023","QD",20180712,"Moraceae",-12.33224,142.2311,"2018-07-12T16:17:48",4
"QDACYP0023","QD",20180712,"Myrtaceae",-12.33224,142.2311,"2018-07-12T16:17:48",429
"QDACYP0023","QD",20180712,"Phyllanthaceae",-12.33224,142.2311,"2018-07-12T16:17:48",4
"QDACYP0023","QD",20180712,"Poaceae",-12.33224,142.2311,"2018-07-12T16:17:48",613
"QDACYP0023","QD",20180712,"Proteaceae",-12.33224,142.2311,"2018-07-12T16:17:48",17
"QDACYP0023","QD",20180712,"Rubiaceae",-12.33224,142.2311,"2018-07-12T16:17:48",2
"QDACYP0023","QD",20180712,"Smilacaceae",-12.33224,142.2311,"2018-07-12T16:17:48",1
"QDACYP0024","QD",20180713,"Acanthaceae",-12.36808,142.2043,"2018-07-13T14:25:25",2
"QDACYP0024","QD",20180713,"Asparagaceae",-12.36808,142.2043,"2018-07-13T14:25:25",35
"QDACYP0024","QD",20180713,"Asteraceae",-12.36808,142.2043,"2018-07-13T14:25:25",4
"QDACYP0024","QD",20180713,"Chrysobalanaceae",-12.36808,142.2043,"2018-07-13T14:25:25",37
"QDACYP0024","QD",20180713,"Colchicaceae",-12.36808,142.2043,"2018-07-13T14:25:25",1
"QDACYP0024","QD",20180713,"Cyperaceae",-12.36808,142.2043,"2018-07-13T14:25:25",2
"QDACYP0024","QD",20180713,"Erythroxylaceae",-12.36808,142.2043,"2018-07-13T14:25:25",2
"QDACYP0024","QD",20180713,"Euphorbiaceae",-12.36808,142.2043,"2018-07-13T14:25:25",6
"QDACYP0024","QD",20180713,"Fabaceae",-12.36808,142.2043,"2018-07-13T14:25:25",152
"QDACYP0024","QD",20180713,"Hemerocallidaceae",-12.36808,142.2043,"2018-07-13T14:25:25",1
"QDACYP0024","QD",20180713,"Lamiaceae",-12.36808,142.2043,"2018-07-13T14:25:25",1
"QDACYP0024","QD",20180713,"Lauraceae",-12.36808,142.2043,"2018-07-13T14:25:25",5
"QDACYP0024","QD",20180713,"Lecythidaceae",-12.36808,142.2043,"2018-07-13T14:25:25",1
"QDACYP0024","QD",20180713,"Loranthaceae",-12.36808,142.2043,"2018-07-13T14:25:25",1
"QDACYP0024","QD",20180713,"Malvaceae",-12.36808,142.2043,"2018-07-13T14:25:25",16
"QDACYP0024","QD",20180713,"Myrtaceae",-12.36808,142.2043,"2018-07-13T14:25:25",524
"QDACYP0024","QD",20180713,"Pandanaceae",-12.36808,142.2043,"2018-07-13T14:25:25",8
"QDACYP0024","QD",20180713,"Phyllanthaceae",-12.36808,142.2043,"2018-07-13T14:25:25",1
"QDACYP0024","QD",20180713,"Poaceae",-12.36808,142.2043,"2018-07-13T14:25:25",463
"QDACYP0024","QD",20180713,"Proteaceae",-12.36808,142.2043,"2018-07-13T14:25:25",24
"QDACYP0024","QD",20180713,"Rhamnaceae",-12.36808,142.2043,"2018-07-13T14:25:25",3
"QDACYP0024","QD",20180713,"Rubiaceae",-12.36808,142.2043,"2018-07-13T14:25:25",4
"QDADEU0001","QD",20210430,"Amaranthaceae",-20.54622,146.129,"2021-04-30T11:24:07",4
"QDADEU0001","QD",20210430,"Apocynaceae",-20.54622,146.129,"2021-04-30T11:24:07",1
"QDADEU0001","QD",20210430,"Celastraceae",-20.54622,146.129,"2021-04-30T11:24:07",2
"QDADEU0001","QD",20210430,"Combretaceae",-20.54622,146.129,"2021-04-30T11:24:07",4
"QDADEU0001","QD",20210430,"Convolvulaceae",-20.54622,146.129,"2021-04-30T11:24:07",15
"QDADEU0001","QD",20210430,"Cyperaceae",-20.54622,146.129,"2021-04-30T11:24:07",6
"QDADEU0001","QD",20210430,"Fabaceae",-20.54622,146.129,"2021-04-30T11:24:07",269
"QDADEU0001","QD",20210430,"Malvaceae",-20.54622,146.129,"2021-04-30T11:24:07",54
"QDADEU0001","QD",20210430,"Myrtaceae",-20.54622,146.129,"2021-04-30T11:24:07",58
"QDADEU0001","QD",20210430,"Phyllanthaceae",-20.54622,146.129,"2021-04-30T11:24:07",5
"QDADEU0001","QD",20210430,"Poaceae",-20.54622,146.129,"2021-04-30T11:24:07",675
"QDADEU0001","QD",20210430,"Portulacaceae",-20.54622,146.129,"2021-04-30T11:24:07",8
"QDADEU0002","QD",20210501,"Amaranthaceae",-20.54572,146.1272,"2021-05-01T08:57:50",2
"QDADEU0002","QD",20210501,"Apocynaceae",-20.54572,146.1272,"2021-05-01T08:57:50",2
"QDADEU0002","QD",20210501,"Caryophyllaceae",-20.54572,146.1272,"2021-05-01T08:57:50",2
"QDADEU0002","QD",20210501,"Combretaceae",-20.54572,146.1272,"2021-05-01T08:57:50",1
"QDADEU0002","QD",20210501,"Convolvulaceae",-20.54572,146.1272,"2021-05-01T08:57:50",14
"QDADEU0002","QD",20210501,"Cyperaceae",-20.54572,146.1272,"2021-05-01T08:57:50",6
"QDADEU0002","QD",20210501,"Erythroxylaceae",-20.54572,146.1272,"2021-05-01T08:57:50",7
"QDADEU0002","QD",20210501,"Fabaceae",-20.54572,146.1272,"2021-05-01T08:57:50",34
"QDADEU0002","QD",20210501,"Malvaceae",-20.54572,146.1272,"2021-05-01T08:57:50",25
"QDADEU0002","QD",20210501,"Myrtaceae",-20.54572,146.1272,"2021-05-01T08:57:50",39
"QDADEU0002","QD",20210501,"Oxalidaceae",-20.54572,146.1272,"2021-05-01T08:57:50",1
"QDADEU0002","QD",20210501,"Phyllanthaceae",-20.54572,146.1272,"2021-05-01T08:57:50",20
"QDADEU0002","QD",20210501,"Poaceae",-20.54572,146.1272,"2021-05-01T08:57:50",672
"QDADEU0002","QD",20210501,"Portulacaceae",-20.54572,146.1272,"2021-05-01T08:57:50",5
"QDADEU0002","QD",20210501,"Solanaceae",-20.54572,146.1272,"2021-05-01T08:57:50",2
"QDADEU0002","QD",20210501,"Thymelaeaceae",-20.54572,146.1272,"2021-05-01T08:57:50",2
"QDADEU0003","QD",20210501,"Acanthaceae",-20.53182,146.1358,"2021-05-01T15:27:00",1
"QDADEU0003","QD",20210501,"Amaranthaceae",-20.53182,146.1358,"2021-05-01T15:27:00",2
"QDADEU0003","QD",20210501,"Apocynaceae",-20.53182,146.1358,"2021-05-01T15:27:00",290
"QDADEU0003","QD",20210501,"Celastraceae",-20.53182,146.1358,"2021-05-01T15:27:00",4
"QDADEU0003","QD",20210501,"Commelinaceae",-20.53182,146.1358,"2021-05-01T15:27:00",1
"QDADEU0003","QD",20210501,"Convolvulaceae",-20.53182,146.1358,"2021-05-01T15:27:00",4
"QDADEU0003","QD",20210501,"Cyperaceae",-20.53182,146.1358,"2021-05-01T15:27:00",48
"QDADEU0003","QD",20210501,"Fabaceae",-20.53182,146.1358,"2021-05-01T15:27:00",7
"QDADEU0003","QD",20210501,"Lauraceae",-20.53182,146.1358,"2021-05-01T15:27:00",1
"QDADEU0003","QD",20210501,"Malvaceae",-20.53182,146.1358,"2021-05-01T15:27:00",4
"QDADEU0003","QD",20210501,"Myrtaceae",-20.53182,146.1358,"2021-05-01T15:27:00",196
"QDADEU0003","QD",20210501,"Phyllanthaceae",-20.53182,146.1358,"2021-05-01T15:27:00",1
"QDADEU0003","QD",20210501,"Poaceae",-20.53182,146.1358,"2021-05-01T15:27:00",182
"QDADEU0003","QD",20210501,"Portulacaceae",-20.53182,146.1358,"2021-05-01T15:27:00",1
"QDADEU0003","QD",20210501,"Proteaceae",-20.53182,146.1358,"2021-05-01T15:27:00",6
"QDADEU0003","QD",20210501,"Rhamnaceae",-20.53182,146.1358,"2021-05-01T15:27:00",2
"QDADEU0003","QD",20210501,"Rutaceae",-20.53182,146.1358,"2021-05-01T15:27:00",4
"QDADEU0003","QD",20210501,"Scrophulariaceae",-20.53182,146.1358,"2021-05-01T15:27:00",11
"QDADEU0004","QD",20210502,"Acanthaceae",-20.53574,146.1361,"2021-05-02T10:21:18",2
"QDADEU0004","QD",20210502,"Amaranthaceae",-20.53574,146.1361,"2021-05-02T10:21:18",1
"QDADEU0004","QD",20210502,"Apocynaceae",-20.53574,146.1361,"2021-05-02T10:21:18",258
"QDADEU0004","QD",20210502,"Boraginaceae",-20.53574,146.1361,"2021-05-02T10:21:18",3
"QDADEU0004","QD",20210502,"Cactaceae",-20.53574,146.1361,"2021-05-02T10:21:18",1
"QDADEU0004","QD",20210502,"Celastraceae",-20.53574,146.1361,"2021-05-02T10:21:18",4
"QDADEU0004","QD",20210502,"Combretaceae",-20.53574,146.1361,"2021-05-02T10:21:18",9
"QDADEU0004","QD",20210502,"Convolvulaceae",-20.53574,146.1361,"2021-05-02T10:21:18",21
"QDADEU0004","QD",20210502,"Cyperaceae",-20.53574,146.1361,"2021-05-02T10:21:18",71
"QDADEU0004","QD",20210502,"Fabaceae",-20.53574,146.1361,"2021-05-02T10:21:18",38
"QDADEU0004","QD",20210502,"Lauraceae",-20.53574,146.1361,"2021-05-02T10:21:18",2
"QDADEU0004","QD",20210502,"Malvaceae",-20.53574,146.1361,"2021-05-02T10:21:18",7
"QDADEU0004","QD",20210502,"Meliaceae",-20.53574,146.1361,"2021-05-02T10:21:18",1
"QDADEU0004","QD",20210502,"Myrtaceae",-20.53574,146.1361,"2021-05-02T10:21:18",194
"QDADEU0004","QD",20210502,"Poaceae",-20.53574,146.1361,"2021-05-02T10:21:18",203
"QDADEU0004","QD",20210502,"Rhamnaceae",-20.53574,146.1361,"2021-05-02T10:21:18",2
"QDADEU0004","QD",20210502,"Rubiaceae",-20.53574,146.1361,"2021-05-02T10:21:18",6
"QDADEU0004","QD",20210502,"Scrophulariaceae",-20.53574,146.1361,"2021-05-02T10:21:18",3
"QDADEU0005","QD",20210503,"Aizoaceae",-20.54874,146.1356,"2021-05-03T10:03:35",12
"QDADEU0005","QD",20210503,"Amaranthaceae",-20.54874,146.1356,"2021-05-03T10:03:35",2
"QDADEU0005","QD",20210503,"Apocynaceae",-20.54874,146.1356,"2021-05-03T10:03:35",159
"QDADEU0005","QD",20210503,"Asteraceae",-20.54874,146.1356,"2021-05-03T10:03:35",7
"QDADEU0005","QD",20210503,"Cactaceae",-20.54874,146.1356,"2021-05-03T10:03:35",1
"QDADEU0005","QD",20210503,"Combretaceae",-20.54874,146.1356,"2021-05-03T10:03:35",6
"QDADEU0005","QD",20210503,"Commelinaceae",-20.54874,146.1356,"2021-05-03T10:03:35",5
"QDADEU0005","QD",20210503,"Convolvulaceae",-20.54874,146.1356,"2021-05-03T10:03:35",23
"QDADEU0005","QD",20210503,"Cyperaceae",-20.54874,146.1356,"2021-05-03T10:03:35",99
"QDADEU0005","QD",20210503,"Fabaceae",-20.54874,146.1356,"2021-05-03T10:03:35",130
"QDADEU0005","QD",20210503,"Loranthaceae",-20.54874,146.1356,"2021-05-03T10:03:35",1
"QDADEU0005","QD",20210503,"Malvaceae",-20.54874,146.1356,"2021-05-03T10:03:35",4
"QDADEU0005","QD",20210503,"Myrtaceae",-20.54874,146.1356,"2021-05-03T10:03:35",30
"QDADEU0005","QD",20210503,"Phrymaceae",-20.54874,146.1356,"2021-05-03T10:03:35",6
"QDADEU0005","QD",20210503,"Phyllanthaceae",-20.54874,146.1356,"2021-05-03T10:03:35",2
"QDADEU0005","QD",20210503,"Poaceae",-20.54874,146.1356,"2021-05-03T10:03:35",269
"QDADEU0005","QD",20210503,"Portulacaceae",-20.54874,146.1356,"2021-05-03T10:03:35",12
"QDADEU0005","QD",20210503,"Sapindaceae",-20.54874,146.1356,"2021-05-03T10:03:35",1
"QDADEU0005","QD",20210503,"Scrophulariaceae",-20.54874,146.1356,"2021-05-03T10:03:35",7
"QDADEU0006","QD",20210503,"Acanthaceae",-20.54982,146.137,"2021-05-03T14:26:06",1
"QDADEU0006","QD",20210503,"Aizoaceae",-20.54982,146.137,"2021-05-03T14:26:06",5
"QDADEU0006","QD",20210503,"Amaranthaceae",-20.54982,146.137,"2021-05-03T14:26:06",6
"QDADEU0006","QD",20210503,"Apocynaceae",-20.54982,146.137,"2021-05-03T14:26:06",91
"QDADEU0006","QD",20210503,"Chenopodiaceae",-20.54982,146.137,"2021-05-03T14:26:06",2
"QDADEU0006","QD",20210503,"Combretaceae",-20.54982,146.137,"2021-05-03T14:26:06",4
"QDADEU0006","QD",20210503,"Commelinaceae",-20.54982,146.137,"2021-05-03T14:26:06",1
"QDADEU0006","QD",20210503,"Convolvulaceae",-20.54982,146.137,"2021-05-03T14:26:06",12
"QDADEU0006","QD",20210503,"Cyperaceae",-20.54982,146.137,"2021-05-03T14:26:06",85
"QDADEU0006","QD",20210503,"Fabaceae",-20.54982,146.137,"2021-05-03T14:26:06",253
"QDADEU0006","QD",20210503,"Loranthaceae",-20.54982,146.137,"2021-05-03T14:26:06",2
"QDADEU0006","QD",20210503,"Malvaceae",-20.54982,146.137,"2021-05-03T14:26:06",3
"QDADEU0006","QD",20210503,"Marsileaceae",-20.54982,146.137,"2021-05-03T14:26:06",5
"QDADEU0006","QD",20210503,"Myrtaceae",-20.54982,146.137,"2021-05-03T14:26:06",13
"QDADEU0006","QD",20210503,"Phrymaceae",-20.54982,146.137,"2021-05-03T14:26:06",8
"QDADEU0006","QD",20210503,"Phyllanthaceae",-20.54982,146.137,"2021-05-03T14:26:06",5
"QDADEU0006","QD",20210503,"Poaceae",-20.54982,146.137,"2021-05-03T14:26:06",232
"QDADEU0006","QD",20210503,"Portulacaceae",-20.54982,146.137,"2021-05-03T14:26:06",1
"QDADEU0006","QD",20210503,"Santalaceae",-20.54982,146.137,"2021-05-03T14:26:06",5
"QDADEU0006","QD",20210503,"Sapindaceae",-20.54982,146.137,"2021-05-03T14:26:06",2
"QDADEU0006","QD",20210503,"Scrophulariaceae",-20.54982,146.137,"2021-05-03T14:26:06",4
"QDAEIU0001","QD",20130612,"Amaranthaceae",-19.53871,144.21,"2013-06-12T14:06:00",1
"QDAEIU0001","QD",20130612,"Asteraceae",-19.53871,144.21,"2013-06-12T14:06:00",1
"QDAEIU0001","QD",20130612,"Convolvulaceae",-19.53871,144.21,"2013-06-12T14:06:00",1
"QDAEIU0001","QD",20130612,"Cyperaceae",-19.53871,144.21,"2013-06-12T14:06:00",1
"QDAEIU0001","QD",20130612,"Fabaceae",-19.53871,144.21,"2013-06-12T14:06:00",1
"QDAEIU0001","QD",20130612,"Malvaceae",-19.53871,144.21,"2013-06-12T14:06:00",2
"QDAEIU0001","QD",20130612,"Myrtaceae",-19.53871,144.21,"2013-06-12T14:06:00",5
"QDAEIU0001","QD",20130612,"Phyllanthaceae",-19.53871,144.21,"2013-06-12T14:06:00",1
"QDAEIU0001","QD",20130612,"Poaceae",-19.53871,144.21,"2013-06-12T14:06:00",563
"QDAEIU0002","QD",20130612,"Amaranthaceae",-19.5525,144.2242,"2013-06-12T00:00:00",1
"QDAEIU0002","QD",20130612,"Asteraceae",-19.5525,144.2242,"2013-06-12T00:00:00",1
"QDAEIU0002","QD",20130612,"Cyperaceae",-19.5525,144.2242,"2013-06-12T00:00:00",47
"QDAEIU0002","QD",20130612,"Elatinaceae",-19.5525,144.2242,"2013-06-12T00:00:00",1
"QDAEIU0002","QD",20130612,"Fabaceae",-19.5525,144.2242,"2013-06-12T00:00:00",2
"QDAEIU0002","QD",20130612,"Malvaceae",-19.5525,144.2242,"2013-06-12T00:00:00",2
"QDAEIU0002","QD",20130612,"Myrtaceae",-19.5525,144.2242,"2013-06-12T00:00:00",107
"QDAEIU0002","QD",20130612,"Poaceae",-19.5525,144.2242,"2013-06-12T00:00:00",456
"QDAEIU0003","QD",20130613,"Asparagaceae",-19.40991,144.1696,"2013-06-13T15:01:00",1
"QDAEIU0003","QD",20130613,"Asteraceae",-19.40991,144.1696,"2013-06-13T15:01:00",2
